,Ticker,Corr
827,کسرام,0.46908399503122544
105,حفاری,0.4682527802376352
861,کالا,0.46458851902333126
752,شلعاب,0.4626417381902028
63,قرن,0.4568437660758806
454,درین,0.456840119903399
544,وآذر,0.4557652489165172
897,فجوش,0.45219408464919314
621,رابین,0.44876692835430915
524,تکشا,0.44625363776412524
536,کوثر,0.4449925234985737
788,فجر,0.44424571413309144
899,کتوکا,0.4410620587960698
639,واحیا,0.43896921183563875
702,زپارس,0.4386367231562226
158,شغدیر,0.42764087902742765
88,فاراک,0.4238812959278745
774,غشوکو,0.41833714704639036
678,استیل,0.41079903337109575
528,ولساپا,0.40567919091174975
724,آ س پ,0.40392224954031386
546,لپیام,0.40188148000807955
767,فالوم,0.39849884280703235
666,شاراک,0.3966154026482186
162,شپاکسا,0.3926215346961945
86,ثاصفا,0.38463425861979145
236,وکار,0.3834380826107459
687,چدن,0.38283570636421627
822,بمیلا,0.37823751212560713
5,امید,0.3698281012755722
288,رافزا,0.36758584122092863
261,بهپاک,0.36221987661657756
466,زفجر,0.3604422451668481
790,پتروداریوش,0.3530853827499706
786,فسازان,0.35256209604498073
412,ناما,0.3492883070862322
296,قشیر,0.3456148283404701
757,ثزاگرس,0.34283917349500037
259,ارزش مسکن,0.34077670366271673
819,حسیر,0.3400290844548578
680,آرمان,0.339378476657091
284,خرینگ,0.3376138482368472
79,داوه,0.3366316871149179
373,ثتوسا,0.3321804186465485
633,وهور,0.32836930772292267
794,غفارس,0.32783946405572
109,لپارس,0.3208948390914249
256,فنفت,0.31811092451214223
80,وکغدیر,0.3180835986555257
615,آذرین,0.31077605357252497
584,وملت,0.30640179396332295
28,وثخوز,0.30075812693717713
805,وتعاون,0.2985992787153627
144,سمان,0.2928510837426365
272,متال,0.28478484112084335
407,لخانه,0.28429020970439167
890,بهیر,0.27535278786249673
75,ثرود,0.27074487413748943
717,حگردش,0.2653037278162555
738,ثالوند,0.25502705847796514
718,امین,0.25376964844888217
802,شوینده,0.2512089663895021
622,والماس,0.24454028381638557
860,شگل,0.24212454065535366
211,زنگان,0.24167107053221934
57,سجام,0.23805308997585303
704,مادیرا,0.23598214159906233
517,آبادا,0.227434061153393
307,اسیاتک,0.22665749500608465
562,رتاپ,0.2152181699389311
122,های وب,0.2148428720049564
432,کفرا,0.21342277729667192
311,کاما,0.20391823171578893
782,کمرجان,0.19814970878518798
797,بکهنوج,0.1870467418473937
396,تبرک,0.18345163676726875
650,کیسون,0.16862449410407848
132,وجامی,0.1677104052380088
710,فخوز,0.16543843001457775
16,بگیلان,0.16353338833297507
543,لکما,0.16039908658066884
723,وسرمدح,0.1592334373115294
287,رشد,0.15147380294665846
703,دزهراوی,0.15040551171053732
740,وبصادر,0.14977030368842797
399,آریان,0.14777861136340997
758,فرود,0.14662919018625536
763,غاذر,0.13449557056627076
668,اوان,0.13106105508175706
492,خنصیر,0.12974585610741168
20,آفاق,0.12935480600881197
414,خبازرس,0.1267989402744137
848,کمند,0.12307452694954807
428,فلزفارابی,0.12190013802332875
53,فروژ,0.12008414075188835
734,بپاس,0.11959387108146335
327,نخل,0.11609185738915628
448,وآوا,0.10672459945083342
741,خزر,0.10323584023620633
494,سفارود,0.10129375513088817
180,تپولا,0.09469127110436217
498,بازرگام,0.08525509203050646
348,پترول,0.0825979430560275
85,ولغدر,0.07149286979632068
694,ثابت اکسیژن,0.06830861087010116
146,فزرین,0.06437156976471778
22,چفیبر,0.059074234850429404
834,خودکفا,0.05786311744236361
854,ثاژن,0.04764152182511399
853,شرنگی,0.04615570030638952
841,نیلی,0.03641899845590218
582,بالاس,0.03177226648272309
1,تابا,0.021675671670669902
113,غشصفا,0.014129987668382877
416,وپسا,0.01130454391161803
489,واحصا,0.00916400642106906
871,افرا,0.009128292434642304
332,پخشح,0.008902009752339027
895,بکابل,0.006061109807432193
502,بتهران,0.005612847036164621
746,خصدرا,0.003009456761313374
685,کبافق,-0.009296655221646402
778,ثنوسا,-0.01818794606806397
385,چکاپا,-0.02170348197687386
607,قشکر,-0.03115626179054992
844,ارمغان,-0.037468983332229096
138,پتروصبا,-0.04101471977216199
891,وهنر,-0.046265559466877826
30,سدبیر,-0.04958425054239627
847,غپاک,-0.05124427823381993
192,شپارس,-0.051524453201543356
733,غچین,-0.054005213189808624
184,فرابورس,-0.05776232714715955
99,قثابت,-0.057856946022994106
726,سنیر,-0.06940504285069726
0,همای,-0.07001651192493714
253,حریل,-0.11126784561350093
401,بورس,-0.13320187283275992
152,سکارون,-0.1359867136437976
238,گلدیرا,-0.13630468994393025
247,کاذر,-0.13758715029869242
688,فوکا,-0.14676342398515793
279,غمارگ,-0.14681233389842693
339,قجام,-0.1657799135498905
44,وحافظح,-0.1683071588915642
858,کویر,-0.17802442304349567
443,امین یکم,-0.19657871508900934
329,وکادوح,-0.1977355990752659
67,عالیس,-0.19788395492679145
651,قنیشا,-0.20041987617701457
707,بایکا,-0.20053907619235894
179,حآفرین,-0.20773869870607098
665,بکاب,-0.22188142000665684
495,شهر,-0.22693808666013812
509,کاریز,-0.230752916457954
306,کارام,-0.23899430776028116
38,ثنام,-0.2484727700426607
169,ریشمک,-0.2513958078624239
898,شزنگ,-0.25927592905299246
812,وپاسار,-0.2630267753124359
743,پارتا,-0.27292215283933907
699,غنوش,-0.27440266073960595
602,غویتا,-0.29943277444001587
817,ثقزوی,-0.3108273775456048
363,تکنار,-0.3222493057681135
725,بشهاب,-0.33012652604147696
217,شتولی,-0.3422000847526375
505,تپکو,-0.35690050317771854
846,وپارس,-0.36608891157167406
473,دروز,-0.3666159926077421
124,نتوس,-0.3685606467898536
175,غدام,-0.3770888556002766
625,نوین,-0.3791749618113755
244,دیران,-0.38162249171220086
481,رافزاح,-0.3908440845162786
727,دسانکو,-0.3911517198940448
588,زاگرس,-0.3941632658384125
233,وسرمد,-0.4003005854374304
783,فسا,-0.4010522076511511
134,کدما,-0.4022966392486908
391,آواپارس,-0.40495741254284856
300,خموتورح,-0.40539766159831647
728,غصینو,-0.42938872474420525
636,اتکاسا,-0.42942558771609063
460,جهرم,-0.43961272845744953
692,فروی,-0.44127232861482435
663,ولیز,-0.44370700312833206
912,شپترو,-0.4438332221275015
870,غیوان,-0.4586339416305813
779,پارند,-0.48571946177354786
527,فن افزار,-0.48895779003181017
334,تماوندح,-0.4962649495817381
878,حاریا,-0.5185476217943163
91,کتوسعه,-0.5296585784930343
59,تکاردان,-0.5507791479822554
213,میدکو,-0.5628624743052077
868,انرژی,-0.5731200953529102
553,مرقام,-0.5763140348963707
390,کسعدیح,-0.5858801316082999
571,سمگا,-0.5939683798037362
632,بنو,-0.6100091882785075
187,زنجان,-0.6353390074712414
294,بمولد,-0.6453978433987906
464,گکیش,-0.647137295756931
837,داراب,-0.661079005499253
437,اپال,-0.6664721821161778
168,سخند,-0.6725889223996674
876,پرسپولیس,-0.7186741393314354
317,وگردش,-0.7571881472610574
302,ثنور,-0.767497457130422
39,آینده,-0.7760286785438084
514,کهرام,-0.8333023820682723
232,وزمین,-0.8460644149129327
360,وتوکاح,-0.8774002430707303
24,استقلال,-0.8959235351251066
708,گوهرانح,-0.9050845043533676
27,میدکوح,-0.9669357731483611
768,گکیشح,-0.9766385253251306
799,تنوینح,-0.9908667125171102
855,ختراکح,-0.9915796376672688
