Ticker,Trade Type,Time,Open,High,Low,Close,Final,Close(%),Final(%),Day_UL,Day_LL,Value,BQ-Value,SQ-Value,BQPC,SQPC,Volume,Vol_Buy_R,Vol_Buy_I,Vol_Sell_R,Vol_Sell_I,No,No_Buy_R,No_Buy_I,No_Sell_R,No_Sell_I,Name,Market,Sector,Share-No,Base-Vol,Market Cap,EPS,Download
رکیش,تابلو,12:29:56,3490.0,3570.0,3390.0,3440.0,3476.0,-2.02,-1.0,3686.0,3336.0,17148946032.0,0,0,0,0,4932992.0,4810592.0,122400.0,4932992.0,0.0,347.0,132.0,1.0,110.0,0.0,کارت اعتباری ایران کیش,بورس,رایانه و فعالیت های وابسته به آن,7000000000.0,4315305.0,24332000000000.0,28.0,1402-09-15 20:35:42
دقاضی,تابلو,12:28:50,23850.0,24550.0,23800.0,24350.0,23600.0,3.4,0.21,24700.0,22400.0,3177267650.0,0,0,0,0,132890.0,132890.0,0.0,18042.0,114848.0,42.0,22.0,0.0,12.0,1.0,داروسازی شهید قاضی,فرابورس,مواد و محصولات دارویی,1700000000.0,680000.0,40120000000000.0,,1402-09-15 20:35:42
دامین,تابلو,12:29:59,5210.0,5670.0,5210.0,5280.0,5404.0,-0.96,1.37,5704.0,4958.0,91653491801.0,0,0,0,0,16960310.0,13179968.0,3780342.0,13520608.0,3439702.0,1156.0,273.0,4.0,300.0,3.0,داروسازی  امین ,بورس,مواد و محصولات دارویی,5500000000.0,2775722.0,29722000000000.0,647.0,1402-09-15 20:35:42
ثغرب,تابلو,12:29:58,10750.0,11290.0,10600.0,10720.0,10870.0,-0.28,1.12,11500.0,10000.0,78860783540.0,0,0,0,0,7254658.0,6918218.0,336440.0,6844358.0,410300.0,895.0,279.0,1.0,260.0,1.0,شرکت سرمایه گذاری مسکن شمالغرب,فرابورس,انبوه سازی، املاک و مستغلات,1200000000.0,1.0,13044000000000.0,1002.0,1402-09-15 20:35:42
وپویا,تابلو,12:27:15,3375.0,3420.0,3340.0,3355.0,3374.0,-1.76,-1.2,3654.0,3176.0,6642325866.0,0,0,0,0,1968913.0,1968913.0,0.0,1968684.0,229.0,458.0,104.0,0.0,272.0,1.0,سرمایه گذاری پویا,فرابورس,سرمایه گذاریها,7000000000.0,1.0,23618000000000.0,981.0,1402-09-15 20:35:42
شسینا,تابلو,12:29:56,4798.0,4798.0,4591.0,4620.0,4631.0,-2.96,-2.73,5094.0,4428.0,92465237100.0,0,0,0,0,19965621.0,19809460.0,156161.0,19750621.0,215000.0,1660.0,678.0,3.0,344.0,1.0,صنایع شیمیایی سینا,بورس,محصولات شیمیایی,3597281500.0,3239041.0,16659010626500.0,233.0,1402-09-15 20:35:42
وبوعلی,تابلو,12:29:59,2233.0,2233.0,2171.0,2185.0,2199.0,-1.09,-0.45,2363.0,2055.0,11924193323.0,0,0,0,0,5430338.0,4034080.0,1396258.0,4139061.0,1291277.0,336.0,89.0,1.0,114.0,5.0,سرمایه گذاری بوعلی ,بورس,سرمایه گذاریها,9000000000.0,6821282.0,19791000000000.0,420.0,1402-09-15 20:35:42
سلار,تابلو,12:29:50,40900.0,42450.0,40900.0,41950.0,42000.0,1.7,1.82,42450.0,40050.0,29024121750.0,0,0,0,0,691194.0,691194.0,0.0,396389.0,294805.0,360.0,118.0,0.0,82.0,3.0,شرکت سیمان لارستان,پایه,سیمان، آهک و گچ,234800504.0,1.0,9861621168000.0,2910.0,1402-09-15 20:35:42
صایند2,بلوکی,14:56:37,1.0,1.0,1.0,1.0,1.0,-99.99,-99.99,1.0,1.0,16000000.0,0,0,0,0,16000000.0,0.0,16000000.0,0.0,16000000.0,4.0,0.0,1.0,0.0,1.0,صندوق س. گنجینه آینده روشن-د,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,2000000000.0,1.0,2000000000.0,,1402-09-15 20:35:42
هیوا,تابلو,11:45:31,15648.0,15648.0,15170.0,15201.0,15184.0,0.21,0.1,16685.0,13653.0,4620346705.0,0,0,0,0,304290.0,21240.0,283050.0,3605.0,300685.0,16.0,7.0,1.0,4.0,1.0,صندوق س. ثروت هیوا-س,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,100000000.0,1.0,1518400000000.0,,1402-09-15 20:35:42
آفاق,تابلو,15:07:41,10108.0,10113.0,10108.0,10109.0,10109.0,0.09,0.09,11110.0,9090.0,200998117638.0,0,0,0,0,19883055.0,190035.0,19693020.0,177565.0,19705490.0,41.0,15.0,2.0,7.0,1.0,صندوق س نوع دوم افق آتی-ثابت,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,750000000.0,1.0,7581750000000.0,,1402-09-15 20:35:42
کفرآور,تابلو,12:29:59,19850.0,20100.0,19650.0,19700.0,19750.0,-2.72,-2.47,20850.0,19650.0,3553668800.0,0,0,0,0,179834.0,125955.0,53879.0,179834.0,0.0,47.0,25.0,1.0,18.0,0.0,فرآورده های سیمان شرق,پایه,سایر محصولات کانی غیرفلزی,180000000.0,1.0,3555000000000.0,1675.0,1402-09-15 20:35:42
فکمندح,تابلو,12:15:05,31300.0,31300.0,31300.0,31300.0,31300.0,-0.95,-0.95,33450.0,29750.0,62600000.0,0,0,0,0,2000.0,2000.0,0.0,0.0,2000.0,1.0,1.0,0.0,0.0,1.0,ح. گسترش قطعه سازی کمند,حق تقدم پایه,ساخت محصولات فلزی,306400000.0,1.0,9590320000000.0,,1402-09-15 20:35:42
چفیبر,تابلو,12:29:56,10190.0,10190.0,9700.0,9940.0,9860.0,-0.8,-1.6,10720.0,9320.0,19799353320.0,0,0,0,0,2008573.0,2007973.0,600.0,1655951.0,352622.0,287.0,95.0,1.0,78.0,3.0,فیبر ایران ,بورس,محصولات چوبی,1800000000.0,1521298.0,17748000000000.0,127.0,1402-09-15 20:35:42
بموتو,تابلو,12:29:54,3100.0,3100.0,3020.0,3084.0,3085.0,-0.1,-0.06,3303.0,2871.0,4258663474.0,0,0,0,0,1385554.0,1270054.0,115500.0,875244.0,510310.0,167.0,51.0,1.0,49.0,2.0,موتوژن ,بورس,ماشین آلات و دستگاه های برقی,20146644000.0,8058658.0,62152396740000.0,329.0,1402-09-15 20:35:42
استقلال,تابلو,12:29:43,1591.0,1592.0,1561.0,1575.0,1585.0,-1.07,-0.44,1623.0,1561.0,2804792217.0,0,0,0,0,1788901.0,1788901.0,0.0,1788901.0,0.0,249.0,32.0,0.0,199.0,0.0,استقلال,پایه,فعالیتهای فرهنگی و ورزشی,10791150000.0,6309149.0,17103972750000.0,-490.0,1402-09-15 20:35:42
ارزش,تابلو,14:53:27,19300.0,19300.0,18950.0,19020.0,19080.0,-0.68,-0.37,21060.0,17240.0,7932105680.0,0,0,0,0,415783.0,212458.0,203325.0,252540.0,163243.0,60.0,29.0,1.0,30.0,3.0,صندوق س ارزش آفرین بیدار-سهام,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,600000000.0,1.0,11448000000000.0,,1402-09-15 20:35:42
فلات,تابلو,12:29:58,20950.0,21050.0,20300.0,20550.0,20550.0,-1.44,-1.44,21450.0,20250.0,22555342800.0,0,0,0,0,1098259.0,1098259.0,0.0,1098259.0,0.0,235.0,105.0,0.0,78.0,0.0,گروه صنایع معادن فلات ایرانیان,پایه,سرمایه گذاریها,389465000.0,973237.0,8003505750000.0,-112.0,1402-09-15 20:35:42
پیروز4,عمده,14:46:12,11060.0,11060.0,11060.0,11060.0,11060.0,-1.23,-1.23,11299.0,9500.0,29751400000.0,0,0,0,0,2690000.0,2690000.0,0.0,0.0,2690000.0,1.0,1.0,0.0,0.0,1.0,صندوق س.سهامی امین نهایت نگر-س,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,1000000000.0,1.0,11060000000000.0,,1402-09-15 20:35:42
وثخوز,تابلو,12:25:52,52700.0,52700.0,52700.0,52700.0,50900.0,4.98,1.39,52700.0,47700.0,6008959400.0,0,0,0,0,114022.0,114022.0,0.0,114022.0,0.0,10.0,3.0,0.0,8.0,0.0,سرمایه گذاری و توسعه خوزستان,پایه,انبوه سازی، املاک و مستغلات,70000000.0,392928.0,3563000000000.0,8848.0,1402-09-15 20:35:42
فروس,تابلو,12:29:59,3529.0,3529.0,3451.0,3480.0,3471.0,-0.46,-0.72,3740.0,3252.0,22374620600.0,0,0,0,0,6445663.0,4629184.0,1816479.0,6445663.0,0.0,421.0,111.0,2.0,96.0,0.0,فروسیلیس  ایران ,بورس,فلزات اساسی,8000000000.0,4321521.0,27768000000000.0,569.0,1402-09-15 20:35:42
سدبیر,تابلو,12:29:59,62000.0,66150.0,61800.0,63900.0,62500.0,-3.77,-5.87,71000.0,61800.0,387890857250.0,0,0,0,0,6207422.0,6105322.0,102100.0,6207422.0,0.0,3108.0,1284.0,3.0,504.0,0.0,س. تدبیرگران فارس وخوزستان,فرابورس,سرمایه گذاریها,250000000.0,240000.0,15625000000000.0,1338.0,1402-09-15 20:35:42
فصبا,تابلو,12:29:58,6470.0,6520.0,6400.0,6430.0,6520.0,-1.83,-0.46,6870.0,6230.0,33679285520.0,0,0,0,0,5231607.0,5097793.0,133814.0,5231425.0,182.0,7860.0,855.0,4.0,6161.0,4.0,صبا فولاد خلیج فارس,فرابورس,فلزات اساسی,50000000000.0,18404908.0,326000000000000.0,724.0,1402-09-15 20:35:42
دانیک,تابلو,14:55:34,10170.0,10170.0,10057.0,10066.0,10119.0,-0.4,0.13,11116.0,9096.0,491938395.0,0,0,0,0,48616.0,48616.0,0.0,48616.0,0.0,66.0,31.0,0.0,11.0,0.0,ص.س.املاک ومستغلات نیک رای,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,150000000.0,1.0,1517850000000.0,,1402-09-15 20:35:42
ثبات,تابلو,14:59:51,16462.0,16465.0,16462.0,16465.0,16462.0,0.15,0.13,18084.0,14796.0,1193245335987.0,0,0,0,0,72483086.0,16725539.0,55757547.0,4507691.0,67975395.0,579.0,224.0,16.0,152.0,10.0,صندوق س. ثبات ویستا -د,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,4000000000.0,1.0,65848000000000.0,,1402-09-15 20:35:42
وصندوق,تابلو,13:55:20,17140.0,17500.0,16930.0,17210.0,17230.0,-0.69,-0.58,18540.0,16120.0,109568543770.0,0,0,0,0,6365785.0,1959198.0,4406587.0,5864016.0,501769.0,687.0,110.0,7.0,134.0,4.0,سرمایه گذاری صندوق بازنشستگی ,بورس,شرکتهای چند رشته ای صنعتی,40770000000.0,6964597.0,702467100000000.0,2675.0,1402-09-15 20:35:42
وصنا,تابلو,12:29:59,2285.0,2404.0,2232.0,2375.0,2324.0,5.65,3.38,2405.0,2091.0,59822820231.0,0,0,0,0,25739844.0,25739844.0,0.0,24948035.0,791809.0,971.0,166.0,0.0,318.0,4.0,گروه صنایع بهشهرایران ,بورس,سرمایه گذاریها,8150000000.0,6454389.0,18940600000000.0,467.0,1402-09-15 20:35:42
دارا یکم,تابلو,14:59:58,171100.0,171790.0,168000.0,168390.0,169390.0,-2.99,-2.41,190930.0,156230.0,1048155720270.0,0,0,0,0,6187876.0,5835112.0,352764.0,5958164.0,229712.0,10907.0,2500.0,19.0,2083.0,9.0,صندوق واسطه گری مالی یکم-سهام,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,588283082.0,1.0,99649271259980.0,,1402-09-15 20:35:42
ثنام,تابلو,12:28:19,1654.0,1704.0,1654.0,1685.0,1701.0,-1.12,-0.18,1755.0,1653.0,2696954671.0,0,0,0,0,1600734.0,1600734.0,0.0,1600734.0,0.0,56.0,24.0,0.0,31.0,0.0,س ساختمانی ب نام آوران مهندسی,پایه,انبوه سازی، املاک و مستغلات,2367650648.0,11757790.0,4027373752248.0,61.0,1402-09-15 20:35:42
آینده,تابلو,12:29:20,7550.0,7640.0,7400.0,7460.0,7420.0,-2.1,-2.62,7840.0,7400.0,22743532940.0,0,0,0,0,3066121.0,3066121.0,0.0,3066121.0,0.0,218.0,62.0,0.0,55.0,0.0,بازرگانی آینده سازان بهشت پارس,پایه,زراعت و خدمات وابسته,417831000.0,2695418.0,3100306020000.0,-494.0,1402-09-15 20:35:42
سباقر,تابلو,12:24:27,17250.0,17250.0,17250.0,17250.0,16820.0,2.99,0.42,17250.0,16250.0,2885804250.0,61590003750,0,1811470699,0,167293.0,167293.0,0.0,167293.0,0.0,16.0,2.0,0.0,14.0,0.0,سیمان باقران,پایه,سیمان، آهک و گچ,600000000.0,1189061.0,10092000000000.0,1641.0,1402-09-15 20:35:42
پشاهن,تابلو,11:28:17,117950.0,118000.0,117800.0,117800.0,121250.0,-2.97,-0.12,125000.0,117800.0,805290200.0,0,861235800,0,143539300,6833.0,6833.0,0.0,6833.0,0.0,16.0,8.0,0.0,5.0,0.0,تولیدی پلاستیک  شاهین,پایه,لاستیک و پلاستیک,60292960.0,164949.0,7310521400000.0,3219.0,1402-09-15 20:35:42
وامین,تابلو,12:29:50,12740.0,12950.0,12480.0,12530.0,12730.0,-1.65,-0.08,13370.0,12110.0,6082841830.0,0,0,0,0,479548.0,237548.0,242000.0,368723.0,110825.0,120.0,29.0,1.0,50.0,1.0,س.امین توان آفرین ساز,فرابورس,سرمایه گذاریها,10000000000.0,4000000.0,127300000000000.0,999.0,1402-09-15 20:35:42
قتربت,تابلو,11:25:53,23400.0,23650.0,23100.0,23500.0,23700.0,-1.05,-0.21,24450.0,23050.0,1451147800.0,0,0,0,0,62269.0,54069.0,8200.0,62269.0,0.0,15.0,6.0,1.0,7.0,0.0,قند تربت حیدریه,پایه,قند و شکر,500000000.0,843882.0,11850000000000.0,1020.0,1402-09-15 20:35:42
وحافظح,تابلو,12:27:42,3300.0,3300.0,3210.0,3270.0,3240.0,1.81,0.87,3308.0,3116.0,19214954276.0,0,0,0,0,5931107.0,404327.0,5526780.0,2931107.0,3000000.0,104.0,6.0,2.0,51.0,1.0,ح . بیمه حافظ,حق تقدم پایه,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,1141322000.0,1.0,3697883280000.0,,1402-09-15 20:35:42
وپخش,تابلو,12:29:21,19660.0,20030.0,19660.0,19980.0,19570.0,2.41,0.31,20870.0,18150.0,12049199300.0,0,0,0,0,606421.0,315460.0,290961.0,563725.0,42696.0,170.0,39.0,3.0,55.0,2.0,داروپخش  (هلدینگ ,بورس,مواد و محصولات دارویی,8400000000.0,3360000.0,164388000000000.0,2991.0,1402-09-15 20:35:42
وحکمت,تابلو,12:21:44,2853.0,2853.0,2800.0,2853.0,2851.0,3.0,2.92,2853.0,2687.0,46289010929.0,560603088,0,93433848,0,16238824.0,10981499.0,5257325.0,4375624.0,11863200.0,353.0,67.0,5.0,54.0,4.0,بیمه حکمت صبا,پایه,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,3113475000.0,1.0,8876517225000.0,-420.0,1402-09-15 20:35:42
وبازار,تابلو,14:50:57,17030.0,17030.0,16800.0,16960.0,16890.0,-0.64,-1.05,18770.0,15370.0,156963230.0,0,0,0,0,9295.0,6272.0,3023.0,9295.0,0.0,14.0,9.0,1.0,7.0,0.0,صندوق س شاخصی بازارآشنا,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,150000000.0,1.0,2533500000000.0,,1402-09-15 20:35:42
وخاور,تابلو,12:28:17,3710.0,3818.0,3710.0,3799.0,3786.0,0.34,0.0,3975.0,3597.0,25071560357.0,0,0,0,0,6620572.0,5179161.0,1441411.0,4099615.0,2520957.0,194.0,42.0,5.0,52.0,5.0,بانک خاورمیانه,بورس,بانکها و موسسات اعتباری,50000000000.0,20000000.0,189300000000000.0,746.0,1402-09-15 20:35:42
سیتا,تابلو,13:51:06,19000.0,19800.0,18760.0,19500.0,19440.0,1.99,1.67,20070.0,18170.0,165216997510.0,0,0,0,0,8500876.0,3198220.0,5302656.0,5175118.0,3325758.0,1853.0,199.0,9.0,1148.0,7.0,سرمایه گذاری سیمان تامین,بورس,سیمان، آهک و گچ,11000000000.0,4400000.0,213840000000000.0,2459.0,1402-09-15 20:35:42
شفارا,تابلو,12:26:25,5390.0,5390.0,5230.0,5240.0,5270.0,-2.78,-2.23,5550.0,5230.0,6827884780.0,0,0,0,0,1296107.0,629088.0,667019.0,1296107.0,0.0,65.0,33.0,1.0,17.0,0.0,پتروشیمی فارابی,پایه,محصولات شیمیایی,4650463000.0,1.0,24507940010000.0,131.0,1402-09-15 20:35:42
شصفها,تابلو,11:54:18,215550.0,215550.0,215550.0,215550.0,219500.0,-1.98,-0.18,224250.0,215550.0,2388725100.0,0,18644859450,0,548378219,11082.0,8082.0,3000.0,11082.0,0.0,16.0,13.0,2.0,1.0,0.0,پتروشیمی  اصفهان ,پایه,محصولات شیمیایی,300000000.0,120000.0,65850000000000.0,15186.0,1402-09-15 20:35:42
غگرجی,تابلو,12:29:59,2400.0,2440.0,2365.0,2379.0,2389.0,-4.42,-4.02,2613.0,2365.0,51132974040.0,0,0,0,0,21402374.0,20334291.0,1068083.0,21372374.0,30000.0,1034.0,330.0,2.0,260.0,1.0,بیسکویت   گرجی ,بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,3750000000.0,6278778.0,8958750000000.0,-9.0,1402-09-15 20:35:42
دشیمی,تابلو,12:29:59,30990.0,30990.0,30390.0,30640.0,30640.0,0.2,0.2,32720.0,28440.0,8473343660.0,0,0,0,0,276078.0,143891.0,132187.0,275878.0,200.0,137.0,30.0,4.0,52.0,1.0,شیمی  داروئی  داروپخش ,بورس,مواد و محصولات دارویی,900000000.0,489556.0,27576000000000.0,4591.0,1402-09-15 20:35:42
سلار2,بلوکی,12:03:07,41650.0,41650.0,41650.0,41650.0,41650.0,0.97,0.97,42487.0,40013.0,158270000000.0,0,0,0,0,3800000.0,0.0,3800000.0,0.0,3800000.0,1.0,0.0,1.0,0.0,1.0,شرکت سیمان لارستان,پایه,سیمان، آهک و گچ,234800504.0,1.0,9779440991600.0,2910.0,1402-09-15 20:35:42
فروژ,تابلو,12:29:59,42300.0,43200.0,42200.0,43200.0,42550.0,0.93,-0.58,44900.0,40700.0,33200185500.0,0,0,0,0,780388.0,780388.0,0.0,731756.0,48632.0,414.0,114.0,0.0,175.0,3.0,صنایع فروآلیاژ ایران,فرابورس,فلزات اساسی,1100000000.0,1.0,46805000000000.0,4831.0,1402-09-15 20:35:42
تنوین,تابلو,12:28:48,2320.0,2349.0,2286.0,2300.0,2314.0,-0.82,-0.22,2434.0,2204.0,12780724992.0,0,0,0,0,5544077.0,5192557.0,351520.0,5344077.0,200000.0,302.0,92.0,1.0,62.0,1.0,تامین سرمایه نوین,بورس,فعالیتهای کمکی به نهادهای مالی واسط,38500000000.0,15400000.0,89089000000000.0,354.0,1402-09-15 20:35:42
برکت,تابلو,12:29:45,6900.0,6900.0,6600.0,6700.0,6730.0,-2.33,-1.9,7340.0,6380.0,73987898140.0,0,0,0,0,11000029.0,10160902.0,839127.0,10854568.0,145461.0,1494.0,542.0,2.0,489.0,1.0,گروه دارویی برکت,بورس,مواد و محصولات دارویی,17340000000.0,6936000.0,116698200000000.0,464.0,1402-09-15 20:35:42
خمحور,تابلو,12:29:59,5450.0,5680.0,5410.0,5480.0,5540.0,-1.44,-0.36,5830.0,5290.0,19027558150.0,0,0,0,0,3433158.0,3431726.0,1432.0,3415921.0,17237.0,337.0,127.0,1.0,121.0,1.0,تولیدمحورخودرو,بورس,خودرو و ساخت قطعات,6325419000.0,2707581.0,35042821260000.0,247.0,1402-09-15 20:35:42
سجام,تابلو,12:29:59,5168.0,5168.0,4961.0,5037.0,4975.0,-3.54,-4.73,5483.0,4961.0,212775401321.0,0,0,0,0,42772556.0,40167556.0,2605000.0,42772556.0,0.0,1793.0,498.0,2.0,308.0,0.0,مجتمع سیمان غرب آسیا,فرابورس,سیمان، آهک و گچ,6668943950.0,1.0,33177996151250.0,128.0,1402-09-15 20:35:42
حخزرح,تابلو,12:29:12,16130.0,17150.0,16130.0,17150.0,16950.0,4.96,3.73,17150.0,15530.0,40997133330.0,0,0,0,0,2419070.0,1617177.0,801893.0,1527237.0,891833.0,282.0,38.0,4.0,101.0,4.0,ح.کشتیرانی دریای خزر,حق تقدم فرابورس,حمل و نقل آبی,2520000000.0,1.0,42714000000000.0,,1402-09-15 20:35:42
دکوثر,تابلو,12:29:44,12220.0,12610.0,12010.0,12340.0,12390.0,3.96,4.38,12700.0,11040.0,90103942430.0,0,0,0,0,7273967.0,7257435.0,16532.0,6324317.0,949650.0,951.0,279.0,1.0,290.0,5.0,داروسازی  کوثر,بورس,مواد و محصولات دارویی,1700000000.0,1210654.0,21063000000000.0,1403.0,1402-09-15 20:35:42
زکوثر,تابلو,12:29:37,26240.0,28590.0,26240.0,28590.0,28280.0,7.0,5.84,28590.0,24850.0,193838870640.0,19862302110,0,709367932,0,6854219.0,4732817.0,2121402.0,4516598.0,2337621.0,1021.0,169.0,8.0,484.0,8.0,سرمایه گذاری کشاورزی کوثر,بورس,زراعت و خدمات وابسته,2750000000.0,1100000.0,77770000000000.0,1909.0,1402-09-15 20:35:42
شبریز,تابلو,12:29:49,12900.0,13150.0,12620.0,13100.0,12930.0,1.55,0.23,13800.0,12000.0,142987132760.0,0,0,0,0,11062099.0,6382938.0,4679161.0,9385763.0,1676336.0,1557.0,373.0,10.0,533.0,6.0,پالایش نفت تبریز,بورس,فراورده های نفتی، کک و سوخت هسته ای,30000000000.0,9280742.0,387900000000000.0,2494.0,1402-09-15 20:35:42
قرن,تابلو,12:29:55,10850.0,11190.0,10850.0,10960.0,11030.0,-0.81,-0.18,11820.0,10280.0,13300718100.0,0,0,0,0,1209100.0,370660.0,838440.0,898052.0,311048.0,314.0,50.0,3.0,118.0,5.0,پدیده شیمی قرن,بورس,محصولات شیمیایی,6000000000.0,2400000.0,66180000000000.0,1350.0,1402-09-15 20:35:42
شگویا,تابلو,12:29:58,16810.0,17090.0,16700.0,17000.0,16990.0,-0.12,-0.18,17870.0,16170.0,82616029730.0,0,0,0,0,4861757.0,1555420.0,3306337.0,3458270.0,1403487.0,839.0,134.0,8.0,487.0,3.0,پتروشیمی تندگویان,فرابورس,محصولات شیمیایی,23957666000.0,1.0,407040745340000.0,2398.0,1402-09-15 20:35:42
دتماد,تابلو,12:28:55,50200.0,50500.0,49430.0,50000.0,49740.0,2.15,1.61,52370.0,45530.0,13224312780.0,0,0,0,0,265013.0,213282.0,51731.0,260263.0,4750.0,161.0,32.0,2.0,69.0,1.0,تولیدمواداولیه داروپخش ,بورس,مواد و محصولات دارویی,715000000.0,301568.0,35564100000000.0,7118.0,1402-09-15 20:35:42
ولانا,تابلو,12:29:44,27500.0,28650.0,27500.0,27800.0,28200.0,-1.07,0.36,28900.0,27300.0,15673805350.0,0,0,0,0,554939.0,554939.0,0.0,554939.0,0.0,82.0,34.0,0.0,38.0,0.0,شرکت لیزینگ آریا دانا,پایه,سایر واسطه گریهای مالی,100000000.0,709220.0,2820000000000.0,392.0,1402-09-15 20:35:42
عالیس,تابلو,12:29:58,22150.0,22150.0,21600.0,21800.0,21850.0,-0.46,-0.23,22950.0,20850.0,19561519350.0,0,0,0,0,896230.0,398263.0,497967.0,896230.0,0.0,1487.0,146.0,3.0,1072.0,0.0,بهار رز عالیس چناران,فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,3000120000.0,1.0,65552622000000.0,2479.0,1402-09-15 20:35:42
