Ticker,Trade Type,Time,Open,High,Low,Close,Final,Close(%),Final(%),Day_UL,Day_LL,Value,BQ-Value,SQ-Value,BQPC,SQPC,Volume,Vol_Buy_R,Vol_Buy_I,Vol_Sell_R,Vol_Sell_I,No,No_Buy_R,No_Buy_I,No_Sell_R,No_Sell_I,Name,Market,Sector,Share-No,Base-Vol,Market Cap,EPS,Download
ثغرب,تابلو,12:30:00,16620.0,16620.0,15480.0,15480.0,15570.0,-6.97,-6.43,17800.0,15480.0,263102596430.0,0,28224684000,0,361854923,16902416.0,14758802.0,2143614.0,16674416.0,228000.0,2036.0,759.0,4.0,465.0,2.0,شرکت سرمایه گذاری مسکن شمالغرب,فرابورس,انبوه سازی، املاک و مستغلات,1200000000.0,1.0,18684000000000.0,281.0,1402-11-09 14:56:12
وپویا,تابلو,12:29:57,3522.0,3550.0,3484.0,3521.0,3505.0,-1.29,-1.74,3816.0,3318.0,16247291187.0,0,0,0,0,4634907.0,4620698.0,14209.0,4526779.0,108128.0,605.0,93.0,1.0,300.0,2.0,سرمایه گذاری پویا,فرابورس,سرمایه گذاریها,7000000000.0,1.0,24535000000000.0,1050.0,1402-11-09 14:56:12
شسینا,تابلو,12:29:57,4580.0,4670.0,4474.0,4480.0,4515.0,-3.24,-2.48,4954.0,4306.0,58546943967.0,0,0,0,0,12967368.0,12887806.0,79562.0,12967368.0,0.0,1229.0,428.0,1.0,330.0,0.0,صنایع شیمیایی سینا,بورس,محصولات شیمیایی,3597281500.0,3311258.0,16241725972500.0,284.0,1402-11-09 14:56:12
بگیلان,تابلو,12:29:52,14300.0,14360.0,14130.0,14250.0,14230.0,-1.04,-1.18,15120.0,13680.0,4898264730.0,0,0,0,0,344253.0,344253.0,0.0,344253.0,0.0,669.0,70.0,0.0,563.0,0.0,توسعه مسیر برق گیلان,فرابورس,عرضه برق، گاز، بخاروآب گرم,4300000000.0,1.0,61189000000000.0,1076.0,1402-11-09 14:56:12
وبوعلی,تابلو,12:29:55,2092.0,2158.0,2092.0,2107.0,2127.0,-0.71,0.24,2270.0,1974.0,5851190707.0,0,0,0,0,2741576.0,1343800.0,1397776.0,2741576.0,0.0,150.0,39.0,2.0,66.0,0.0,سرمایه گذاری بوعلی ,بورس,سرمایه گذاریها,9000000000.0,7122507.0,19143000000000.0,502.0,1402-11-09 14:56:12
سلار,تابلو,12:29:58,41100.0,41100.0,39050.0,39050.0,39350.0,-2.98,-2.24,41450.0,39050.0,20946528150.0,0,0,0,0,532145.0,501687.0,30458.0,532145.0,0.0,170.0,69.0,2.0,58.0,0.0,شرکت سیمان لارستان,پایه,سیمان، آهک و گچ,234800504.0,1.0,9239399832400.0,3412.0,1402-11-09 14:56:12
صایند2,بلوکی,14:53:00,1.0,1.0,1.0,1.0,1.0,-99.99,-99.99,1.0,1.0,38000000.0,0,0,0,0,38000000.0,0.0,38000000.0,0.0,38000000.0,10.0,0.0,1.0,0.0,1.0,صندوق س. گنجینه آینده روشن-د,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,2000000000.0,1.0,2000000000.0,,1402-11-09 14:56:12
هیوا,تابلو,13:34:25,14701.0,15086.0,14700.0,14701.0,14700.0,-1.19,-1.2,16365.0,13391.0,258535807.0,0,0,0,0,17587.0,4597.0,12990.0,17587.0,0.0,8.0,3.0,1.0,5.0,0.0,صندوق س. ثروت هیوا-س,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,100000000.0,1.0,1470000000000.0,,1402-11-09 14:56:12
آفاق,تابلو,14:50:14,10063.0,10064.0,10063.0,10063.0,10063.0,0.08,0.08,11060.0,9050.0,120680217568.0,0,0,0,0,11992438.0,456579.0,11535859.0,266403.0,11726035.0,41.0,19.0,1.0,16.0,3.0,صندوق س نوع دوم افق آتی-ثابت,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,750000000.0,1.0,7547250000000.0,,1402-11-09 14:56:12
کفرآور,تابلو,12:27:18,20050.0,20050.0,19420.0,19700.0,19610.0,0.46,0.0,20190.0,19030.0,4311635610.0,0,0,0,0,219751.0,109319.0,110432.0,219751.0,0.0,48.0,13.0,1.0,25.0,0.0,فرآورده های سیمان شرق,پایه,سایر محصولات کانی غیرفلزی,180000000.0,1025642.0,3529800000000.0,1929.0,1402-11-09 14:56:12
چفیبر,تابلو,12:30:02,7850.0,7850.0,7510.0,7510.0,7590.0,-6.24,-5.24,8570.0,7450.0,31098669920.0,0,0,0,0,4095774.0,4058938.0,36836.0,4067498.0,28276.0,745.0,312.0,1.0,144.0,1.0,فیبر ایران ,بورس,محصولات چوبی,1800000000.0,1971091.0,13662000000000.0,-75.0,1402-11-09 14:56:12
استقلال,تابلو,11:50:24,1594.0,1594.0,1594.0,1594.0,1625.0,-1.97,-0.06,1658.0,1594.0,227623200.0,0,1377877510,0,9064984,142800.0,142800.0,0.0,142800.0,0.0,45.0,4.0,0.0,42.0,0.0,استقلال,پایه,فعالیتهای فرهنگی و ورزشی,10791150000.0,6119952.0,17535618750000.0,-490.0,1402-11-09 14:56:12
ارزش,تابلو,14:45:49,18430.0,18550.0,18370.0,18390.0,18410.0,-0.97,-0.86,20420.0,16720.0,13220636390.0,0,0,0,0,718061.0,444003.0,274058.0,513556.0,204505.0,127.0,35.0,5.0,37.0,3.0,صندوق س ارزش آفرین بیدار-سهام,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,600000000.0,1.0,11046000000000.0,,1402-11-09 14:56:12
فلات,تابلو,12:29:53,19600.0,19600.0,19100.0,19150.0,19150.0,-2.54,-2.54,20200.0,19100.0,21264576750.0,0,0,0,0,1110353.0,1110353.0,0.0,1054706.0,55647.0,187.0,85.0,0.0,70.0,1.0,گروه صنایع معادن فلات ایرانیان,پایه,سرمایه گذاریها,389465000.0,995025.0,7458254750000.0,-85.0,1402-11-09 14:56:12
وثخوز,تابلو,12:27:15,52800.0,55850.0,52800.0,53000.0,53550.0,-2.57,-1.56,56000.0,52800.0,10291678050.0,0,0,0,0,194853.0,94853.0,100000.0,194853.0,0.0,50.0,17.0,1.0,18.0,0.0,سرمایه گذاری و توسعه خوزستان,پایه,انبوه سازی، املاک و مستغلات,70000000.0,364631.0,3748500000000.0,7679.0,1402-11-09 14:56:12
فروس,تابلو,12:30:02,3318.0,3349.0,3230.0,3297.0,3291.0,3.13,2.94,3420.0,2974.0,17401478624.0,0,0,0,0,5287866.0,5094092.0,193774.0,5284808.0,3058.0,523.0,112.0,2.0,130.0,1.0,فروسیلیس  ایران ,بورس,فلزات اساسی,8000000000.0,4721435.0,26328000000000.0,465.0,1402-11-09 14:56:12
سدبیر,تابلو,12:29:42,79400.0,81400.0,72250.0,72250.0,74000.0,-6.95,-4.7,83050.0,72250.0,337668014750.0,0,2740370250,0,274037025,4561907.0,4248372.0,313535.0,4452567.0,109340.0,2970.0,1114.0,3.0,451.0,3.0,س. تدبیرگران فارس وخوزستان,فرابورس,سرمایه گذاریها,250000000.0,1.0,18500000000000.0,1450.0,1402-11-09 14:56:12
فصبا,تابلو,12:30:00,4850.0,4870.0,4823.0,4860.0,4841.0,0.52,0.12,5076.0,4594.0,245900868144.0,0,0,0,0,50798420.0,17267089.0,33531331.0,46004178.0,4794242.0,18087.0,1111.0,6.0,15611.0,11.0,صبا فولاد خلیج فارس,فرابورس,فلزات اساسی,50000000000.0,20000000.0,242050000000000.0,724.0,1402-11-09 14:56:12
دانیک,تابلو,14:55:36,10700.0,10872.0,10630.0,10750.0,10719.0,0.94,0.65,11715.0,9585.0,12949549584.0,0,0,0,0,1208121.0,654608.0,553513.0,1128621.0,79500.0,185.0,45.0,2.0,38.0,2.0,ص.س.املاک ومستغلات نیک رای,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,150000000.0,1.0,1607850000000.0,,1402-11-09 14:56:12
ثبات,تابلو,14:55:52,17068.0,17069.0,17068.0,17068.0,17068.0,0.06,0.06,18762.0,15352.0,1268927418348.0,0,0,0,0,74345124.0,8739318.0,62605806.0,20829758.0,50515366.0,531.0,125.0,9.0,205.0,11.0,صندوق س. ثبات ویستا -د,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,4000000000.0,1.0,68272000000000.0,,1402-11-09 14:56:12
وصندوق,تابلو,12:29:40,17730.0,17730.0,17500.0,17510.0,17620.0,-0.79,-0.17,18880.0,16420.0,43385417060.0,0,0,0,0,2468690.0,459529.0,2009161.0,229236.0,2239454.0,168.0,27.0,10.0,28.0,8.0,سرمایه گذاری صندوق بازنشستگی ,بورس,شرکتهای چند رشته ای صنعتی,40770000000.0,6787330.0,718367400000000.0,2668.0,1402-11-09 14:56:12
غبشهر,تابلو,12:29:28,2227.0,2299.0,2227.0,2265.0,2267.0,0.0,0.09,2423.0,2107.0,14319458783.0,0,0,0,0,6312681.0,5297339.0,1015342.0,5954803.0,357878.0,392.0,136.0,3.0,122.0,2.0,صنعتی  بهشهر,بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,29500000000.0,11800000.0,66876500000000.0,232.0,1402-11-09 14:56:12
وصنا,تابلو,12:29:55,2172.0,2202.0,2135.0,2189.0,2157.0,-0.59,-2.04,2356.0,2048.0,19580821836.0,0,0,0,0,9076234.0,8973388.0,102846.0,9039016.0,37218.0,377.0,91.0,1.0,66.0,2.0,گروه صنایع بهشهرایران ,بورس,سرمایه گذاریها,8150000000.0,6871278.0,17579550000000.0,467.0,1402-11-09 14:56:12
دارا یکم,تابلو,14:55:30,172930.0,172930.0,170210.0,170990.0,171090.0,-1.34,-1.29,190650.0,155990.0,695022750750.0,0,0,0,0,4062299.0,3600312.0,461987.0,3268062.0,794237.0,6248.0,1533.0,9.0,1508.0,10.0,صندوق واسطه گری مالی یکم-سهام,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,588283082.0,1.0,100649352499380.0,,1402-11-09 14:56:12
ثنام,تابلو,12:28:44,1686.0,1739.0,1680.0,1739.0,1726.0,0.58,-0.17,1780.0,1678.0,5902927616.0,0,0,0,0,3436197.0,3367445.0,68752.0,3436197.0,0.0,96.0,24.0,1.0,48.0,0.0,س ساختمانی ب نام آوران مهندسی,پایه,انبوه سازی، املاک و مستغلات,2367650648.0,11422045.0,4086565018448.0,54.0,1402-11-09 14:56:12
سباقر,تابلو,12:29:58,20250.0,20950.0,20000.0,20850.0,20450.0,1.21,-0.73,21200.0,20000.0,8045032900.0,0,0,0,0,398044.0,398044.0,0.0,398044.0,0.0,68.0,23.0,0.0,38.0,0.0,سیمان باقران,پایه,سیمان، آهک و گچ,600000000.0,951475.0,12270000000000.0,2035.0,1402-11-09 14:56:12
پشاهن,تابلو,12:21:29,106550.0,108800.0,106550.0,108550.0,111400.0,-3.21,-0.67,117750.0,106550.0,2943682800.0,0,0,0,0,27476.0,27476.0,0.0,27476.0,0.0,26.0,6.0,0.0,18.0,0.0,تولیدی پلاستیک  شاهین,پایه,لاستیک و پلاستیک,60292960.0,178333.0,6716635744000.0,2969.0,1402-11-09 14:56:12
وامین,تابلو,12:29:40,10850.0,10900.0,10830.0,10860.0,11300.0,-4.65,-0.79,11950.0,10830.0,7068139230.0,0,0,0,0,652576.0,158786.0,493790.0,652576.0,0.0,152.0,62.0,1.0,52.0,0.0,س.امین توان آفرین ساز,فرابورس,سرمایه گذاریها,10000000000.0,4000000.0,113000000000000.0,1260.0,1402-11-09 14:56:12
قتربت,تابلو,12:16:00,23450.0,23450.0,23450.0,23450.0,22950.0,2.85,0.66,23450.0,22150.0,4118429700.0,6352206350,0,352900353,0,175626.0,175626.0,0.0,11626.0,164000.0,26.0,1.0,0.0,6.0,1.0,قند تربت حیدریه,پایه,قند و شکر,500000000.0,879121.0,11475000000000.0,1020.0,1402-11-09 14:56:12
وحافظح,تابلو,12:29:53,7290.0,7500.0,7090.0,7240.0,7400.0,2.19,4.45,7500.0,7080.0,196863538640.0,0,0,0,0,26612828.0,3677373.0,22935455.0,24504610.0,2108218.0,387.0,22.0,3.0,113.0,1.0,ح . بیمه حافظ,حق تقدم پایه,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,1141322000.0,1.0,8445782800000.0,,1402-11-09 14:56:12
وپخش,تابلو,12:30:02,18710.0,19290.0,18700.0,19010.0,19270.0,-1.55,-0.21,20660.0,17960.0,6899223240.0,0,0,0,0,363929.0,50882.0,313047.0,201963.0,161966.0,382.0,27.0,2.0,29.0,1.0,داروپخش  (هلدینگ ,بورس,مواد و محصولات دارویی,8400000000.0,3360000.0,161868000000000.0,2993.0,1402-11-09 14:56:12
وحکمت,تابلو,12:29:57,4341.0,4341.0,4184.0,4184.0,4190.0,-2.99,-2.85,4442.0,4184.0,25577820637.0,0,0,0,0,6104361.0,4379611.0,1724750.0,5905737.0,198624.0,181.0,45.0,2.0,67.0,2.0,بیمه حکمت صبا,پایه,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,3113475000.0,1.0,13045460250000.0,-751.0,1402-11-09 14:56:12
وبازار,تابلو,13:14:54,16270.0,16500.0,16270.0,16330.0,16340.0,0.12,0.18,17940.0,14680.0,978236270.0,0,0,0,0,59875.0,15501.0,44374.0,49276.0,10599.0,15.0,2.0,1.0,9.0,1.0,صندوق س شاخصی بازارآشنا,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,150000000.0,1.0,2451000000000.0,,1402-11-09 14:56:12
وخاور,تابلو,12:29:31,3611.0,3629.0,3591.0,3600.0,3608.0,-0.3,-0.08,3791.0,3431.0,21200835493.0,0,0,0,0,5887051.0,2751093.0,3135958.0,2849932.0,3037119.0,359.0,22.0,3.0,55.0,2.0,بانک خاورمیانه,بورس,بانکها و موسسات اعتباری,50000000000.0,20000000.0,180400000000000.0,838.0,1402-11-09 14:56:12
سیتا,تابلو,12:29:51,9610.0,9860.0,9610.0,9670.0,9840.0,-1.93,-0.2,10350.0,9370.0,12075814930.0,0,0,0,0,1241910.0,537621.0,704289.0,1230691.0,11219.0,856.0,148.0,2.0,573.0,4.0,سرمایه گذاری سیمان تامین,بورس,سیمان، آهک و گچ,22000000000.0,8800000.0,216480000000000.0,1226.0,1402-11-09 14:56:12
غمینو2,بلوکی,10:44:02,5810.0,5810.0,5810.0,5810.0,5810.0,2.47,2.47,6066.0,5274.0,58100000000.0,0,0,0,0,10000000.0,0.0,10000000.0,0.0,10000000.0,1.0,0.0,1.0,0.0,1.0,شرکت صنایع غذایی مینو شرق,فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,2700000000.0,1.0,15687000000000.0,838.0,1402-11-09 14:56:12
شفارا,تابلو,12:28:55,5004.0,5004.0,4842.0,4910.0,4962.0,1.05,2.12,5004.0,4714.0,10241550355.0,0,0,0,0,2063941.0,2063941.0,0.0,1671447.0,392494.0,103.0,49.0,0.0,34.0,1.0,پتروشیمی فارابی,پایه,محصولات شیمیایی,4650463000.0,1.0,23075597406000.0,140.0,1402-11-09 14:56:12
شصفها,تابلو,12:28:57,191200.0,195500.0,191200.0,191300.0,194400.0,-1.92,-0.33,198950.0,191150.0,6082940250.0,0,0,0,0,31572.0,31572.0,0.0,31472.0,100.0,88.0,19.0,0.0,44.0,1.0,پتروشیمی  اصفهان ,پایه,محصولات شیمیایی,300000000.0,120000.0,58320000000000.0,20518.0,1402-11-09 14:56:12
غگرجی,تابلو,12:29:39,2040.0,2095.0,2027.0,2042.0,2055.0,-0.39,0.24,2152.0,1948.0,8605123710.0,0,0,0,0,4179334.0,4087813.0,91521.0,4163510.0,15824.0,217.0,64.0,1.0,69.0,1.0,بیسکویت   گرجی ,بورس,محصولات غذایی و آشامیدنی به جز قند و شکر,3750000000.0,7400099.0,7706250000000.0,21.0,1402-11-09 14:56:12
دشیمی,تابلو,12:30:02,30850.0,31200.0,30250.0,31000.0,30830.0,0.36,-0.19,33050.0,28730.0,14630298440.0,0,0,0,0,474612.0,93207.0,381405.0,273327.0,201285.0,241.0,28.0,4.0,46.0,2.0,شیمی  داروئی  داروپخش ,بورس,مواد و محصولات دارویی,900000000.0,493583.0,27747000000000.0,5064.0,1402-11-09 14:56:12
فروژ,تابلو,12:28:28,41700.0,41800.0,40200.0,41800.0,41600.0,4.89,4.39,41800.0,37900.0,83880743500.0,3237410000,0,134892083,0,2016182.0,1951182.0,65000.0,1307571.0,708611.0,1223.0,403.0,1.0,422.0,3.0,صنایع فروآلیاژ ایران,فرابورس,فلزات اساسی,1100000000.0,1.0,45760000000000.0,3877.0,1402-11-09 14:56:12
تنوین,تابلو,12:29:55,2091.0,2091.0,2025.0,2045.0,2064.0,-1.54,-0.63,2180.0,1974.0,13986895383.0,0,0,0,0,6828404.0,3930858.0,2897546.0,3951188.0,2877216.0,540.0,62.0,2.0,51.0,4.0,تامین سرمایه نوین,بورس,فعالیتهای کمکی به نهادهای مالی واسط,38500000000.0,15400000.0,79464000000000.0,312.0,1402-11-09 14:56:12
برکت,تابلو,12:30:02,5450.0,5690.0,5450.0,5530.0,5540.0,-4.66,-4.48,6200.0,5400.0,524992629210.0,0,0,0,0,94777735.0,88517083.0,6260652.0,69803755.0,24973980.0,6008.0,2398.0,5.0,751.0,11.0,گروه دارویی برکت,بورس,مواد و محصولات دارویی,17340000000.0,6936000.0,96063600000000.0,724.0,1402-11-09 14:56:12
خمحور,تابلو,12:29:01,4780.0,4800.0,4655.0,4721.0,4676.0,1.35,0.39,4890.0,4426.0,3912684161.0,0,0,0,0,827506.0,827506.0,0.0,827506.0,0.0,101.0,37.0,0.0,54.0,0.0,تولیدمحورخودرو,بورس,خودرو و ساخت قطعات,6325419000.0,3260870.0,29577659244000.0,237.0,1402-11-09 14:56:12
سجام,تابلو,12:29:39,4030.0,4030.0,3756.0,3830.0,3821.0,-3.11,-3.34,4150.0,3756.0,37125652254.0,0,0,0,0,9716813.0,8218479.0,1498334.0,9190967.0,525846.0,492.0,188.0,2.0,146.0,1.0,مجتمع سیمان غرب آسیا,فرابورس,سیمان، آهک و گچ,6668943950.0,1.0,25482034832950.0,128.0,1402-11-09 14:56:12
تکاردان,تابلو,12:29:58,2555.0,2560.0,2510.0,2549.0,2547.0,-0.47,-0.55,2689.0,2433.0,20942291030.0,0,0,0,0,8233683.0,2361821.0,5871862.0,8233168.0,515.0,2454.0,144.0,2.0,2106.0,2.0,تامین سرمایه کاردان,بورس,فعالیتهای کمکی به نهادهای مالی واسط,25000000000.0,10000000.0,63675000000000.0,470.0,1402-11-09 14:56:12
البرزح,تابلو,12:29:50,1498.0,1498.0,1459.0,1480.0,1478.0,0.95,0.82,1671.0,1261.0,42906835750.0,0,0,0,0,29036949.0,90350.0,28946599.0,2719341.0,26317608.0,254.0,2.0,3.0,86.0,4.0,ح.بیمه البرز,حق تقدم بورس,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,4900000000.0,1.0,7242200000000.0,,1402-11-09 14:56:12
زکوثر,تابلو,12:30:02,24200.0,25000.0,24150.0,24460.0,24420.0,-1.29,-1.45,26510.0,23050.0,21654335070.0,0,0,0,0,889870.0,817331.0,72539.0,886090.0,3780.0,385.0,85.0,2.0,162.0,2.0,سرمایه گذاری کشاورزی کوثر,بورس,زراعت و خدمات وابسته,2750000000.0,1100000.0,67155000000000.0,1970.0,1402-11-09 14:56:12
شبریز,تابلو,12:30:02,12500.0,12620.0,12300.0,12590.0,12530.0,-0.16,-0.63,13490.0,11730.0,112116551900.0,0,0,0,0,8952636.0,6786857.0,2165779.0,5583419.0,3369217.0,1921.0,269.0,7.0,375.0,9.0,پالایش نفت تبریز,بورس,فراورده های نفتی، کک و سوخت هسته ای,30000000000.0,9456265.0,375900000000000.0,2564.0,1402-11-09 14:56:12
قرن,تابلو,12:29:48,10740.0,10840.0,10680.0,10680.0,10780.0,-1.39,-0.46,11580.0,10080.0,21079319780.0,0,0,0,0,1956530.0,271149.0,1685381.0,357904.0,1598626.0,453.0,15.0,3.0,106.0,6.0,پدیده شیمی قرن,بورس,محصولات شیمیایی,6000000000.0,2400000.0,64680000000000.0,1415.0,1402-11-09 14:56:12
کپارس2,بلوکی,12:26:56,10950.0,10950.0,10950.0,10950.0,10950.0,0.0,0.0,11716.0,10184.0,97455000000.0,0,0,0,0,8900000.0,0.0,8900000.0,0.0,8900000.0,3.0,0.0,2.0,0.0,3.0,کاشی  پارس ,بورس,کاشی و سرامیک,1635471000.0,1.0,17908407450000.0,1605.0,1402-11-09 14:56:12
شگویا,تابلو,12:29:40,17140.0,17650.0,17120.0,17460.0,17530.0,0.06,0.46,18320.0,16580.0,81336710840.0,0,0,0,0,4640302.0,2569979.0,2070323.0,3277030.0,1363272.0,777.0,161.0,9.0,432.0,2.0,پتروشیمی تندگویان,فرابورس,محصولات شیمیایی,23957666000.0,1.0,419977884980000.0,2727.0,1402-11-09 14:56:12
ثمین2,بلوکی,10:12:59,1.0,1.0,1.0,1.0,1.0,-100.0,-100.0,1.0,1.0,400000.0,0,0,0,0,400000.0,0.0,400000.0,0.0,400000.0,1.0,0.0,1.0,0.0,1.0,صندوق س. ثروت افزون ثمین-س,صندوق قابل معامله,صندوق سرمایه گذاری قابل معامله,100000000.0,1.0,100000000.0,,1402-11-09 14:56:12
دتماد,تابلو,12:29:47,55440.0,55560.0,53610.0,55220.0,54890.0,-0.41,-1.01,59330.0,51570.0,20764603400.0,0,0,0,0,378271.0,193060.0,185211.0,370948.0,7323.0,283.0,31.0,5.0,74.0,1.0,تولیدمواداولیه داروپخش ,بورس,مواد و محصولات دارویی,715000000.0,286000.0,39246350000000.0,8707.0,1402-11-09 14:56:12
ولانا,تابلو,12:28:11,32500.0,32500.0,30700.0,30700.0,31100.0,-2.85,-1.58,32500.0,30700.0,13775750350.0,0,1142347000,0,126927444,446710.0,446710.0,0.0,446710.0,0.0,142.0,62.0,0.0,30.0,0.0,شرکت لیزینگ آریا دانا,پایه,سایر واسطه گریهای مالی,100000000.0,650407.0,3110000000000.0,0.0,1402-11-09 14:56:12
عالیس,تابلو,12:29:52,7100.0,7360.0,7100.0,7190.0,7200.0,-1.78,-1.64,7680.0,6960.0,14920319420.0,0,0,0,0,2073070.0,950461.0,1122609.0,1873070.0,200000.0,1498.0,164.0,3.0,1177.0,1.0,بهار رز عالیس چناران,فرابورس,محصولات غذایی و آشامیدنی به جز قند و شکر,9000000000.0,1.0,64800000000000.0,858.0,1402-11-09 14:56:12
لبوتان,تابلو,12:29:56,21790.0,21790.0,20550.0,20780.0,20610.0,-3.93,-4.72,22710.0,20550.0,22558089410.0,0,0,0,0,1094604.0,652585.0,442019.0,1094604.0,0.0,380.0,103.0,4.0,116.0,0.0,گروه صنعتی بوتان ,بورس,ماشین آلات و تجهیزات,2500000000.0,1000000.0,51525000000000.0,1309.0,1402-11-09 14:56:12
شستا,تابلو,12:30:02,1170.0,1179.0,1161.0,1179.0,1166.0,0.17,-0.93,1235.0,1119.0,507513599808.0,0,0,0,0,435347529.0,140898598.0,294448931.0,286670502.0,148677027.0,6563.0,1584.0,17.0,1565.0,32.0,سرمایه گذاری تامین اجتماعی,بورس,شرکتهای چند رشته ای صنعتی,1636013456000.0,100925147.0,1907591689696000.0,191.0,1402-11-09 14:56:12
تمحرکه,تابلو,12:29:59,12450.0,12450.0,11730.0,11730.0,12190.0,-2.98,0.83,12450.0,11730.0,333876732000.0,0,1269232920,0,634616460,27383156.0,25682356.0,1700800.0,26583156.0,800000.0,1523.0,329.0,2.0,495.0,2.0,ماشین سازی نیرو محرکه,پایه,ماشین آلات و تجهیزات,355171000.0,1721171.0,4329534490000.0,275.0,1402-11-09 14:56:12
