,Ticker,Adj Close
468,فجر,8780
469,غفارس,20530
470,بکهنوج,2106
471,کزغال,31354
472,تنوینح,1404
473,شوینده,31950
474,حتاید,5860
475,غمینو,7594
476,غمهرا,9368
477,زکشت,27538
478,شپنا,8931
479,وپاسار,3226
480,پسهند,71000
481,خریخت,6930
482,خریخت,6930
483,درهآور,108550
484,حسیر,19915
485,غگلپا,65500
486,غگلپا,65500
487,ثعمرا,26706
488,بمیلا,13960
489,کچاد,7634
490,ویسرو,630000
491,ویسرو,630000
492,ویسرو,630000
493,ویسرو,630000
494,کسرام,18530
495,ثتران,13440
496,سامان,2375
497,اخابر,15896
498,ختراک,7080
499,خودکفا,9451
500,جم پیلن,190826
501,سدور,16850
502,داراب,1482
503,الماس,238423
504,کسعدی,11720
505,ثفارس,28300
506,ارمغان,10206
507,ارمغان,10206
508,غشان,11505
509,وپارس,3298
510,غپاک,24877
511,کمند,10211
512,سپاها,22099
513,قشرین,12740
514,تداوم,12266
515,شرنگی,24750
516,ثاژن,8240
517,ختراکح,4190
518,قمرو,6140
519,کویر,3377
520,خراسان,168499
521,شگل,9290
522,کالا,18462
523,صبا,4138
524,افق,19160
525,انرژی,50800
526,افرا,20219
527,کیان,51539
528,فن آوا,7210
529,لسرما,42494
530,حاریا,8120
531,پلاسک,10820
532,والبر,7893
533,والبر,7893
534,سمتاز,50080
535,خکرمان,8082
536,ومعادن,6976
537,ومعادن,6976
538,لوتوس,4653
539,پرداخت,14733
540,شسم,285023
541,وهنر,6370
542,غپونه,9576
543,دارا,11741
544,ساذری,21200
545,فجوش,2222
546,فجوش,2222
547,فجوش,2222
548,فجوش,2222
549,فجوش,2222
550,شزنگ,176850
551,فیروزه,32300
552,فیروزه,32300
553,ددام,19390
554,دتوزیع,39769
555,رمپنا,18212
556,سخزر,58740
557,وتوس,29835
558,صنوین,188400
