,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market,Adj Open,Adj High,Adj Low,Adj Close,Adj Final
62,14800,14800,14070,14480,14620,11132394,162749621380,1442,دکوثر,داروسازی کوثر,بورس,14722,14722,13996,14404,14543
63,31000,31730,30800,31730,31040,2041809,63378060830,449,زکوثر,سرمایه گذاری کشاورزی کوثر,بورس,31000,31730,30800,31730,31040
64,21500,21910,20700,21910,21560,133442231,2876954850070,15853,شبریز,پالایش نفت تبریز,بورس,18393,18744,17708,18744,18444
65,15900,17080,15900,16720,16900,5277931,89175620740,1079,قرن,پدیده شیمی قرن,بورس,10600,11386,10600,11146,11266
66,19800,20290,19300,20130,19990,14284886,285538261390,2983,شگویا,پتروشیمی تندگویان,فرابورس,18322,18775,17859,18627,18498
67,62020,66980,61020,66000,65580,1785397,117094222630,680,دتماد,تولیدمواداولیه داروپخش,بورس,55151,59562,54262,58690,58317
68,55250,55250,52200,55150,55150,729555,40225750350,240,ولانا,شرکت لیزینگ آریا دانا,پایه زرد,55250,55250,52200,55150,55150
69,25000,25300,24700,25000,24950,2618452,65314726600,3034,عالیس,بهار رز عالیس چناران,فرابورس,25000,25300,24700,25000,24950
70,18930,19440,17600,19060,18680,5371521,100319956950,1109,لبوتان,گروه صنعتی بوتان,بورس,18590,19091,17284,18718,18344
71,1579,1579,1538,1553,1553,1500799538,2331369799240,28081,شستا,سرمایه گذاری تامین اجتماعی,بورس,1353,1353,1318,1331,1331
72,9910,9940,9550,9840,9790,5059960,49531366530,626,تمحرکه,ماشین سازی نیرو محرکه,پایه زرد,9910,9940,9550,9840,9790
73,91670,99000,91670,96600,95670,135417,12955445700,210,عقیق,صندوق سرمایه گذاری عقیق-سهام,نامعلوم,91670,99000,91670,96600,95670
74,21770,22180,21000,22180,21970,4655072,102272965780,870,لخزر,پارس خزر,بورس,21071,21467,20325,21467,21264
75,3560,3765,3560,3765,3728,75186034,280330073798,1887,فسرب,ملی سرب وروی ایران,بورس,3556,3761,3556,3761,3724
76,19330,19930,18880,19920,19810,15949717,315993377620,2575,ثرود,سرمایه گذاری مسکن زاینده رود,فرابورس,19330,19930,18880,19920,19810
77,15550,16110,15250,15800,15750,37622362,592542764420,4696,وبانک,سرمایه گذاری گروه توسعه ملی,بورس,12603,13057,12360,12806,12765
78,10941,10941,10940,10940,10941,11201548,122551327502,66,فاخر,صندوق س.ثروت افزون فاخر-د,پایه زرد,10941,10941,10940,10940,10941
79,18206,18208,18206,18207,18207,38877986,707840585458,1171,داریک,صندوق س.اعتماد داریک-د,پایه زرد,18206,18208,18206,18207,18207
80,14990,15760,14230,15480,15550,10600961,164845181590,1831,داوه,داروسازی آوه سینا,فرابورس,14860,15624,14107,15346,15415
81,31000,32630,30800,32240,32060,41154596,1319233352570,15346,وکغدیر,بین المللی توسعه ص. معادن غدیر,بورس,14947,15733,14850,15545,15458
82,29740,29740,28210,29200,29420,4470380,131514211220,1062,کطبس,ذغال سنگ نگین ط بس,بورس,27899,27899,26464,27393,27599
83,12941,12942,12941,12942,12941,16668183,215706511452,63,رایکا,صندوق س نوع دوم رایکا- ثابت,نامعلوم,12941,12942,12941,12942,12941
84,219620,219620,219620,219620,219620,632867,138990250540,306,قصفها,قنداصفهان,بورس,210402,210402,210402,210402,210402
85,13570,14100,13260,13940,13590,31139159,423097929560,3319,کاوه,فولاد کاوه جنوب کیش,بورس,12750,13248,12458,13097,12768
86,8090,8320,7720,8320,8100,30079008,243557128410,2812,ولغدر,لیزینگ خودروغدیر,بورس,8090,8320,7720,8320,8100
87,25500,25500,25500,25500,25500,1893184,48276192000,76,ثاصفا,شرکت ساختمان اصفهان,پایه زرد,25500,25500,25500,25500,25500
88,38000,39000,37500,38000,38020,3856580,146621911660,1099,سفارس,سیمان فارس و خوزستان,بورس,38000,39000,37500,38000,38020
89,3214,3284,3150,3220,3248,183460815,595803421133,4553,فاراک,ماشین سازی اراک,بورس,3214,3284,3150,3220,3248
90,17230,17660,17100,17510,17280,5893059,101823651670,1666,کیمیاتک,آریان کیمیا تک,بورس,10852,11123,10771,11029,10884
91,4679,4850,4571,4822,4763,16934203,80652794888,814,ولبهمن,شرکت بهمن لیزینگ,فرابورس,4679,4850,4571,4822,4763
92,30850,30850,30600,30850,30850,88742060,2737477316150,409212,کتوسعه,توسعه صنایع و معادن کوثر,فرابورس,30850,30850,30600,30850,30850
93,4773,4773,4773,4773,4773,9016918,43037749614,601,خاذین,سایپاآذین,بورس,4773,4773,4773,4773,4773
94,17225,17226,17224,17225,17225,86334133,1487131697958,463,سپیدما,صندوق س. سپید دماوند-د,پایه زرد,17225,17226,17224,17225,17225
95,22000,23850,22000,23850,23550,7104578,167286544350,1247,دتولید,داروسازی تولید دارو,فرابورس,15686,17005,15686,17005,16791
96,4848,4848,4701,4848,4820,127603177,615104863519,6660,قثابت,قند ثابت خراسان,بورس,4848,4848,4701,4848,4820
97,11820,11820,11820,11820,11820,2110057,24940873740,258,لابسا,آبسال,بورس,11733,11733,11733,11733,11733
98,8400,8690,8350,8690,8580,36523436,313379864610,2917,اپرداز,آتیه داده پرداز,فرابورس,8314,8601,8265,8601,8492
99,6890,7020,6780,6910,6870,31310820,215249902570,1569,ونوین,بانک اقتصادنوین,بورس,6890,7020,6780,6910,6870
100,15520,15750,15510,15750,15690,17916229,281020532750,3060,گدنا,تهیه توزیع غذای دنا آفرین فدک,فرابورس,15472,15701,15462,15701,15641
101,26200,26700,25550,25850,26550,2856132,75845458500,536,کاسپین,داروسازی کاسپین تامین,فرابورس,23358,23803,22778,23046,23670
102,8300,8300,8110,8300,8300,254511030,2111771101050,4687,حفاری,حفاری شمال,بورس,8198,8198,8011,8198,8198
103,3090,3098,2997,3044,3049,23697767,72245913421,1577,وصنعت,سرمایه گذاری توسعه صنعت وتجارت,بورس,2657,2664,2577,2618,2622
104,10670,11300,10250,11250,11010,20579365,226585678290,2300,وبشهر,توسعه صنایع بهشهر(هلدینگ,بورس,10185,10787,9784,10739,10510
105,15210,16180,14890,15900,15640,11325107,177142012060,2231,پدرخش,درخشان تهران,بورس,15078,16040,14761,15763,15505
106,173750,173750,165480,173750,173010,13492559,2334343075330,12193,لپارس,پارس الکتریک,بورس,171271,171271,163119,171271,170542
107,5290,5480,5120,5370,5330,34642198,184812431150,2042,پارسیان,بیمه پارسیان,بورس,5098,5281,4934,5175,5137
108,36350,36450,34800,35700,35430,5016977,177727825950,2020,سیمرغ,سیمرغ,بورس,36350,36450,34800,35700,35430
109,22500,22500,22500,22500,22500,3673420,82651950000,233,ثباغ,شهر سازی و خانه سازی باغمیشه,فرابورس,11256,11256,11256,11256,11256
110,25990,27600,24960,27520,26370,6433777,169661798760,2377,غشصفا,شیرپاستوریزه پگاه اصفهان,بورس,24845,26384,23860,26308,25208
111,100150,107210,100150,107210,106850,1551706,165807318970,841,سفانو,سیمان فارس نو,بورس,100150,107210,100150,107210,106850
112,22550,22550,20850,21750,22200,14642756,325084228400,1279,زفکا,کشت و دامداری فکا,فرابورس,22550,22550,20850,21750,22200
113,4330,4480,4271,4424,4365,19400674,84676357014,991,وسکاب,س.ص.بازنشستگی کارکنان بانکها,بورس,4330,4480,4271,4424,4365
114,338599,365000,338599,347503,346226,51507,17833044854,195,آتیمس,صندوق س.آرمان آتیه درخشان مس-س,نامعلوم,338599,365000,338599,347503,346226
115,11320,11370,11150,11370,11360,18865609,214238637180,1582,خموتور,موتورسازان تراکتورسازی ایران,بورس,6061,6088,5970,6088,6083
116,2511,2511,2511,2511,2511,17445872,43806584592,305,ورازی,بیمه رازی,پایه زرد,2511,2511,2511,2511,2511
117,19170,19170,19170,19170,18460,985828,18898322760,246,سپ,پرداخت الکترونیک سامان کیش,بورس,19170,19170,19170,19170,18460
118,13700,13700,12650,13040,13000,12081374,157065378070,1582,سکرد,سیمان کردستان,بورس,13700,13700,12650,13040,13000
119,3750,3830,3702,3747,3758,330780270,1243093758139,9999,های وب,داده گسترعصرنوین-های وب,بورس,3591,3668,3545,3588,3599
120,12200,12700,11900,12300,12230,11321151,138428063820,1922,زماهان,مجتمع تولید گوشت مرغ ماهان,فرابورس,12200,12700,11900,12300,12230
121,12510,12510,12150,12510,12480,1836993,22933984360,209,نتوس,پشم بافی توس,پایه زرد,12499,12499,12139,12499,12469
122,4000,4028,3850,3888,3945,159847496,630632889678,5444,بترانس,ایران ترانسفو,بورس,3862,3889,3717,3754,3809
123,27750,28670,27070,28090,28280,6557827,185431439940,1076,سهرمز,سیمان هرمزگان,بورس,27750,28670,27070,28090,28280
124,2331,2388,2295,2338,2356,156744503,369350600152,4617,کرازی,کارخانجات تولیدی شیشه رازی,بورس,2283,2339,2248,2290,2308
125,33250,34700,33250,34700,34500,16799545,579661813400,1953,شاوان,پالایش نفت لاوان,فرابورس,28591,29838,28591,29838,29666
126,9820,9840,9500,9810,9590,531033,5146377180,33,سنوین,سرمایه گذاری اقتصاد نوین,پایه زرد,9178,9196,8879,9168,8963
127,15300,15840,14500,15670,15350,6449503,98968736320,1611,بساما,بیمه سامان,فرابورس,14938,15465,14157,15299,14987
128,10500,10508,10493,10508,10496,7585,79612568,9,هوشیار,صندوق س.هوش تصمیم -س,نامعلوم,10500,10508,10493,10508,10496
129,3341,3341,3260,3341,3341,1333461,4454943263,81,وجامی,سرمایه گذاری جامی,پایه زرد,3287,3287,3207,3287,3287
130,6550,6930,6550,6930,6810,11599538,79018529030,720,گوهران,سرمایه گذاری توسعه گوهران امید,فرابورس,4635,4904,4635,4904,4819
131,120410,120410,120410,120410,120410,731518,88082082380,582,کدما,معدنی دماوند,بورس,120410,120410,120410,120410,120410
132,17150,17900,17150,17790,17682,1481150,26188978632,170,اکسیژن,صندوق س. سهامی اکسیژن-س,نامعلوم,17150,17900,17150,17790,17682
133,9960,10240,9810,10000,10040,17046270,171181525120,1921,ومهان,گروه توسعه مالی مهرآیندگان,بورس,9210,9469,9071,9247,9284
134,10150,10300,10150,10300,10160,130481,1326302470,40,پتروصبا,صندوق س پترو اندیشه صبا-بخشی,نامعلوم,10150,10300,10150,10300,10160
135,10450,10450,10240,10300,10300,121472,1251080590,13,پتروصبا,صندوق س پترو اندیشه صبا-بخشی,نامعلوم,10450,10450,10240,10300,10300
136,10150,10300,10150,10300,10160,130481,1326302470,40,پتروصبا,صندوق س پترو اندیشه صبا-بخشی,نامعلوم,10150,10300,10150,10300,10160
137,10450,10450,10240,10300,10300,121472,1251080590,13,پتروصبا,صندوق س پترو اندیشه صبا-بخشی,نامعلوم,10450,10450,10240,10300,10300
138,102000,106850,100000,106850,105750,1197630,126629677650,1183,شرانل,نفت ایرانول,فرابورس,90806,95124,89026,95124,94145
139,20790,21160,20250,20500,20880,6874297,143556998900,994,ثشرق,سرمایه گذاری مسکن شمال شرق,بورس,20790,21160,20250,20500,20880
140,36000,41300,36000,40200,39000,16600386,647243238600,3939,غگلستا,شیر پاستوریزه پگاه گلستان,فرابورس,36000,41300,36000,40200,39000
141,13300,13300,12610,13050,12800,6381870,81702474380,1160,قهکمت,قندهکمتان,بورس,12093,12093,11465,11865,11638
142,10600,10600,10600,10600,10600,6921971,73372892600,226,کیمیا,ص. معدنی کیمیای زنجان گستران,بورس,9769,9769,9769,9769,9769
143,10410,10480,10400,10480,10450,200404,2094730840,74,سمان,صندوق س ثروت پویا-بخشی,نامعلوم,10410,10480,10400,10480,10450
144,61763,61764,61763,61764,61763,34358077,2122068433179,2305,اعتماد,صندوق س.اعتماد آفرین پارسیان-د,پایه زرد,61763,61764,61763,61764,61763
145,9400,9400,8890,9010,9290,88194455,818897378760,3865,فزرین,زرین معدن آسیا,فرابورس,8612,8612,8145,8255,8511
146,69200,69300,65650,67950,67800,1072298,72683698950,588,ثنظام,س. ساختمانی نظام مهندسی ایران,پایه زرد,69200,69300,65650,67950,67800
147,5670,5830,5480,5660,5610,5836872,32727410500,630,بسویچ,پارس سویچ,بورس,5670,5830,5480,5660,5610
148,2000,2020,1939,2004,1978,624818993,1235939237885,18069,کرمان,س. توسعه و عمران استان کرمان,فرابورس,2000,2020,1939,2004,1978
149,67700,67700,67400,67700,67700,133874,9061805950,171,سپرمی,پرمیت,پایه قرمز,67700,67700,67400,67700,67700
150,92200,92200,91500,91500,92200,646976,59650332300,147,سکارون,سیمان کارون,پایه زرد,92200,92200,91500,91500,92200
151,16901,16903,16901,16903,16902,3026811,51158376251,163,کامیاب,صندوق س. کامیاب آشنا-د,پایه زرد,16901,16903,16901,16903,16902
152,8260,8540,7990,8140,8310,45966075,381773831020,5066,کفپارس,فرآورده های نسوز پارس,بورس,8216,8494,7947,8096,8265
153,20665,20665,20660,20665,20664,2869537,59296836986,100,آسامید,صندوق س.مشترک آسمان امید -د,پایه زرد,20665,20665,20660,20665,20664
154,16010,16990,16000,16600,16610,5348781,88852938600,1265,سشرق,سیمان شرق,بورس,16010,16990,16000,16600,16610
155,65150,65150,63300,65150,65100,966386,62892345350,467,نیرو,نیرو سرمایه,پایه زرد,30362,30362,29500,30362,30339
156,99000,100900,96000,99980,98710,2104983,207787722610,1688,شغدیر,پتروشیمی غدیر,بورس,87355,89032,84708,88220,87099
157,113650,113650,113500,113650,111000,181831,20664825000,83,شکبیر,پتروشیمی امیرکبیر,پایه زرد,100032,100032,99900,100032,97700
158,7030,7030,6750,6820,6860,7282730,50495688830,489,فباهنر,مس شهیدباهنر,بورس,6290,6290,6039,6102,6137
159,8000,8130,7800,7980,7980,103482888,826223851090,5945,همراه,شرکت ارتباطات سیار ایران,بورس,7429,7550,7243,7410,7410
160,3830,4099,3803,4099,4042,140061529,566183979448,2963,شپاکسا,پاکسان,بورس,3830,4099,3803,4099,4042
161,8170,8200,7820,8070,8010,33757647,270365665860,3894,سبزوا,سیمان لار سبزوار,فرابورس,8170,8200,7820,8070,8010
162,8010,8350,8010,8340,8220,14651224,120385406910,2595,فگستر,گسترش صنایع روی ایرانیان,فرابورس,7579,7901,7579,7892,7778
163,5110,5360,4810,5050,5100,72331783,368779424350,4536,غشهداب,کشت و صنعت شهداب ناب خراسان,فرابورس,5083,5332,4784,5023,5073
164,56250,56250,53500,54500,55500,1396178,77482654750,826,غپآذر,شیر پگاه آذربایجان شرقی,فرابورس,54281,54281,51628,52593,53558
165,9750,9830,9668,9800,9784,134439,1315348458,38,سخند,صندوق س.سپهرخبرگان نفت-د,پایه زرد,9750,9830,9668,9800,9784
166,41800,43000,40200,41750,42000,3339069,140185262250,1578,ریشمک,تولید و صادرات ریشمک,فرابورس,12571,12932,12090,12556,12631
167,33190,33190,31190,31660,31670,3832733,121386033480,1750,شبهرن,نفت بهران,بورس,29673,29673,27885,28305,28314
168,400360,409480,395630,408950,405320,138118,55981800460,480,کاردان,صندوق س تجارت شاخصی کاردان,نامعلوم,400360,409480,395630,408950,405320
169,21300,22290,21160,21900,21930,13812085,302849400860,1438,انار,صندوق س.انارنماد ارزش-درسهام,نامعلوم,21300,22290,21160,21900,21930
170,77280,77280,77280,77280,75230,91498,7070965440,76,نمرینو,ایران مرینوس,بورس,77215,77215,77215,77215,75167
171,79240,79240,79000,79240,79240,6625104,524962369660,2572,غدام,خوراک دام پارس,بورس,79240,79240,79000,79240,79240
172,12200,12700,11810,12460,12220,31035323,379233133660,3093,تایرا,تراکتورسازی ایران,بورس,11795,12279,11418,12046,11814
173,42120,42660,42050,42660,42640,7046247,300443376030,8286,ثامان,سامان گستراصفهان,بورس,42120,42660,42050,42660,42640
174,258940,258980,256000,258980,258080,60975,15736566870,168,افق ملت,صندوق س در سهام افق ملت,نامعلوم,258940,258980,256000,258980,258080
175,5120,5330,5080,5310,5280,173267121,915447511630,7242,حآفرین,ریل پرداز نو آفرین,فرابورس,5068,5275,5028,5256,5226
176,32850,32900,32450,32900,32850,3072717,101011863400,258,تپولا,مهندسی مرآت پولاد,پایه زرد,32850,32900,32450,32900,32850
177,55900,57140,55100,57130,56640,2880657,163169683250,2366,بوعلی,پتروشیمی بوعلی سینا,بورس,55900,57140,55100,57130,56640
178,20284,20290,20284,20290,20284,2622,53185038,2,گنجین,صندوق س. گنجینه یکم آوید-د,پایه زرد,20284,20290,20284,20290,20284
179,11700,12280,11700,12270,12220,27409864,334882160770,3141,فسپا,گروه صنعتی سپاهان,بورس,10605,11131,10605,11122,11077
180,18420,18850,18140,18400,18510,51704251,956885526440,8016,فرابورس,فرابورس ایران,فرابورس,14682,15025,14459,14666,14754
181,3430,3590,3385,3550,3511,110330540,387334540416,4424,تملت,تامین سرمایه بانک ملت,بورس,3430,3590,3385,3550,3511
182,3578,3578,3578,3578,3578,2412019,8630203982,124,زنجان,صنایع کشاورزی وکود زنجان,پایه زرد,3578,3578,3578,3578,3578
183,197000,216880,197000,216010,207010,24793978,5132594684060,30531,پالایش,صندوق پالایشی یکم-سهام,نامعلوم,197000,216880,197000,216010,207010
184,4073,4073,4073,4073,4073,22303506,90842179938,331,وآفری,بیمه کارآفرین,پایه زرد,3838,3838,3838,3838,3838
185,17000,17040,16650,16840,16760,7352642,123236522260,704,دعبید,لابراتوارداروسازی دکترعبیدی,بورس,17000,17040,16650,16840,16760
186,10720,11250,10720,11250,11240,13466377,151343485360,996,شپارس,بین المللی محصولات پارس,بورس,10720,11250,10720,11250,11240
187,12430,12460,12210,12460,12450,7624300,94925345650,887,دسبحان,سبحان دارو,بورس,8464,8484,8314,8484,8477
188,104400,104400,104400,104400,104400,255850,26710740000,200,وبرق,س.کارکنان صنعت برق زنجان وقزوی,پایه زرد,104400,104400,104400,104400,104400
189,105950,107250,101300,104400,104200,4364283,454732307700,2301,وبرق,س.کارکنان صنعت برق زنجان وقزوی,پایه زرد,105950,107250,101300,104400,104200
190,9480,9480,9090,9350,9300,7191073,66842702320,563,ولشرق,لیزینگ ایران و شرق,فرابورس,9480,9480,9090,9350,9300
191,9740,9740,9740,9740,9740,2002366,19503044840,152,تکنو,تکنوتار,بورس,9740,9740,9740,9740,9740
192,15350,15890,15060,15600,15500,9420118,145989128150,879,وسالت,بانک قرض الحسنه رسالت,پایه زرد,15350,15890,15060,15600,15500
193,94870,94890,93130,94890,94800,1794122,170091682300,1115,سدشت,صنایع سیمان دشتستان,بورس,94870,94890,93130,94890,94800
194,12060,12060,11710,12060,12030,74840906,900381400880,5321,آپ,آسان پرداخت پرشین,بورس,12029,12029,11680,12029,11999
195,13390,13390,13100,13170,13380,501152,6703160960,73,قاسم,قاسم ایران,فرابورس,12515,12515,12244,12309,12505
196,212000,212200,200000,212200,211700,314127,66495670800,654,کشرق,صنعتی و معدنی شمال شرق شاهرود,فرابورس,211660,211860,199679,211860,211361
197,18200,18500,18160,18500,18140,1519301,27794384970,174,سیستم,همکاران سیستم,بورس,18200,18500,18160,18500,18140
198,28350,29050,28250,29050,29000,839445,24346080850,142,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,28350,29050,28250,29050,29000
199,29000,29850,29000,29050,29500,721159,21269631000,139,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,29000,29850,29000,29050,29500
200,28350,29050,28250,29050,29000,839445,24346080850,142,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,28350,29050,28250,29050,29000
201,29000,29850,29000,29050,29500,721159,21269631000,139,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,29000,29850,29000,29050,29500
202,16900,16900,16620,16730,16880,3105448,52422577770,343,وتوصا,گروه س توسعه صنعتی ایران,بورس,1935,1935,1903,1916,1933
203,14260,14260,14260,14260,13880,115000,1639900000,6,کورز,ورزیران,پایه زرد,14147,14147,14147,14147,13770
204,15566,15568,15565,15565,15566,39684526,617743641805,154,یارا,صندوق س. آریا-د,پایه زرد,15566,15568,15565,15565,15566
205,7380,7380,7350,7380,7380,214301010,1581505094370,7858,خگستر,گسترش سرمایه گذاری ایران خودرو,بورس,7380,7380,7350,7380,7380
206,10020,10480,9940,10310,10240,38433265,393475915210,4475,شفن,پتروشیمی فناوران,بورس,8716,9116,8647,8969,8908
207,102600,105650,102550,105650,105200,1359238,142966195450,1358,زنگان,صنعت روی زنگان,فرابورس,102201,105239,102151,105239,104791
208,15400,15620,14700,15510,15470,27309940,422527375930,2798,میدکو,توسعه معادن وص.معدنی خاورمیانه,بورس,11150,11309,10643,11230,11201
209,22000,22000,20560,21400,21060,16536870,348236718380,1693,فولاژ,فولاد آلیاژی ایران,بورس,19725,19725,18434,19187,18882
210,18490,18500,18250,18500,18450,3686285,68025108340,289,دحاوی,الحاوی,پایه زرد,18258,18268,18021,18268,18219
211,8270,8270,8270,8270,8150,1237903,10237457810,111,سمایه,بانک سرمایه,پایه زرد,8270,8270,8270,8270,8150
212,25200,25200,24800,25200,24900,160311,4024943050,49,شتولی,تولی پرس,پایه نارنجی,25200,25200,24800,25200,24900
213,7300,7430,7120,7430,7390,21469853,158696364240,1705,سقاین,سیمان قائن,بورس,7300,7430,7120,7430,7390
214,16170,16200,15260,16200,15980,165150413,2638558238470,6814,وشهر,بانک شهر,پایه زرد,16170,16200,15260,16200,15980
215,18760,18950,18500,18949,18849,275905,5200472464,91,صنم,ص.س.صندوق در صندوق صنم,نامعلوم,18760,18950,18500,18949,18849
216,19990,21380,19130,19420,19740,6510537,128513938950,835,تاپکیش,تجارت الکترونیک پارسیان کیش,فرابورس,19990,21380,19130,19420,19740
217,18410,19160,18050,19000,18910,983290,18595901770,265,دسینا,داروسازی سینا,بورس,17106,17803,16772,17654,17571
218,46100,46750,44400,45050,45700,4952510,226250320100,1896,زدشت,کشت و صنعت دشت خرم دره,فرابورس,44565,45194,42922,43550,44179
219,22610,23280,22610,23280,23220,15208490,353105647640,5942,پی پاد,پرداخت الکترونیک پاسارگاد,بورس,22610,23280,22610,23280,23220
220,54750,54750,54750,54750,54750,246806,13512628500,198,فنرژی,گسترش صنایع انرژی آذرآب,پایه نارنجی,54750,54750,54750,54750,54750
221,57500,59700,56800,59000,58110,1164835,67689625630,385,سخوز,سیمان خوزستان,بورس,57500,59700,56800,59000,58110
222,3570,3873,3557,3836,3751,1931252994,7243433394410,46430,خساپا,سایپا,بورس,3570,3873,3557,3836,3751
223,11550,11770,11020,11770,11740,27600498,323893377340,2544,زشگزا,شیر و گوشت زاگرس شهرکرد,فرابورس,10690,10893,10199,10893,10866
224,7200,7450,7020,7340,7220,58045615,419256939810,4872,ونفت,سرمایه گذاری صنعت نفت,بورس,6972,7214,6797,7107,6991
225,8760,8870,8670,8760,8760,163895895,1436205067800,13028,فملی,ملی صنایع مس ایران,بورس,8165,8267,8081,8165,8165
226,7450,7450,7430,7450,7450,4937412,36782367620,162,وزمین,بانک ایران زمین,پایه قرمز,7450,7450,7430,7450,7450
227,7420,7450,7400,7450,7450,2279904,16980902530,155,وزمین,بانک ایران زمین,پایه قرمز,7420,7450,7400,7450,7450
228,2286,2286,2238,2286,2285,16587449,37901116434,333,وسرمد,بیمه  سرمد,پایه زرد,1959,1959,1918,1959,1958
229,5120,5288,4991,5050,5088,1230866,6262143155,157,تماوند,تامین سرمایه دماوند,فرابورس,5120,5288,4991,5050,5088
230,3970,4070,3831,3900,3934,258370774,1016320470969,9677,وکار,بانک کارآفرین,بورس,3746,3840,3615,3680,3712
231,27000,29050,26900,29000,28800,4871000,140192595550,1115,زگلدشت,کشت و دام گلدشت نمونه اصفهان,فرابورس,26037,28014,25941,27966,27773
232,9890,10000,9520,9860,9760,21459236,209439200050,1704,گلدیرا,صنایع گلدیران,فرابورس,9890,10000,9520,9860,9760
233,49020,50490,49020,49900,50290,2143982,107815689890,1013,زمگسا,کشاورزی ودامپروی مگسال,بورس,45273,46630,45273,46085,46446
234,139800,143950,139800,143950,143850,173451,24948191350,180,دشیری,شیرین دارو,پایه زرد,133724,137693,133724,137693,137598
235,44000,46020,43160,45130,44180,2079138,92075126170,904,مبین,مبین انرژی خلیج فارس,بورس,38348,40109,37616,39333,38505
236,19740,19990,19240,19940,19770,7778303,153749339030,2358,دیران,ایران دارو,بورس,13638,13811,13293,13777,13659
237,23165,23166,23165,23166,23166,167449764,3879075384895,5132,افران,صندوق س افرا نماد پایدار-ثابت,نامعلوم,23165,23166,23165,23166,23166
238,50250,50250,49000,49950,49600,363417,18063259000,142,پلوله,گازلوله,پایه زرد,50250,50250,49000,49950,49600
239,8800,8980,8700,8980,8920,12934005,115425888500,653,کاذر,فرآورده های نسوزآذر,بورس,8569,8744,8472,8744,8686
240,16500,16780,16300,16660,16620,21805628,362387998030,2006,تمشک,صندوق س تمشک نماد رشد-در صندوق,نامعلوم,16500,16780,16300,16660,16620
241,16200,16910,15750,16910,16160,6023696,97394251920,1341,فخاس,فولاد خراسان,بورس,15849,16544,15409,16544,15810
242,12030,12030,12000,12030,12030,5851411,70380327640,348,خعمرا,توسعه و عمران شهرستان نائین,پایه زرد,12008,12008,11978,12008,12008
243,18250,18560,18160,18240,18390,3925830,72191792160,156,درسا,صندوق سرمایه گذاری درسا - سهام,نامعلوم,18250,18560,18160,18240,18390
244,4151,4151,3911,4151,4068,19783576,80469740428,632,وثنو,سرمایه گذاری ساختمانی نوین,پایه زرد,4151,4151,3911,4151,4068
245,4096,4253,4030,4153,4157,39914051,165935046334,2644,حریل,ریل پردازسیر,فرابورس,4071,4228,4006,4128,4132
246,222000,227850,209550,220350,221350,733940,162453376900,1463,مارون,پتروشیمی مارون,فرابورس,211574,217150,199709,210002,210955
247,34000,34000,34000,34000,34000,1734128,58960352000,281,فنفت,صنایع تجهیزات نفت,پایه زرد,33296,33296,33296,33296,33296
248,23280,25070,23200,25030,24540,5202219,127686709710,973,خپویش,سازه پویش,بورس,23280,25070,23200,25030,24540
249,26850,26900,26100,26850,26700,2366032,63217165700,604,غبهار,کشت وصنعت بهاران گلبهار خراسان,پایه زرد,26273,26322,25539,26273,26127
250,19229,20100,17800,19600,19338,12366968,239147209872,8677,ارزش مسکن,ص.س.املاک ومستغلات ارزش مسکن,نامعلوم,19229,20100,17800,19600,19338
251,23290,23890,22840,23300,23390,2609236,61025368640,596,ساربیل,سیمان آرتا اردبیل,بورس,23290,23890,22840,23300,23390
252,7990,8190,7900,8190,8080,23356630,188819574330,2224,بهپاک,صنعتی بهپاک,فرابورس,7990,8190,7900,8190,8080
253,21180,21219,20359,21210,20922,753158,15757461156,258,رماس,صندوق س.راهبرد ممتازابن سینا-س,نامعلوم,21180,21219,20359,21210,20922
254,22040,23100,21950,22190,22148,1819951,40307957052,303,زرین,صندوق س. سهام زرین کوروش-س,نامعلوم,22040,23100,21950,22190,22148
255,72900,75600,71350,73500,73700,512589,37780286500,349,غمایه,شرکت خمیرمایه رضوی,فرابورس,72900,75600,71350,73500,73700
256,16920,16920,15660,16580,16330,1925619,31437148470,432,حگهر,حمل و نقل گهرترابر سیرجان,فرابورس,16920,16920,15660,16580,16330
257,2258,2258,2218,2258,2255,363194375,819100863003,12047,تکیمیا,تامین سرمایه کیمیا,پایه زرد,2258,2258,2218,2258,2255
258,13950,15250,13950,14760,14900,6756602,100697171870,985,وتوکا,سرمایه گذاری توکافولاد(هلدینگ,بورس,4877,5332,4877,5161,5210
259,5690,5810,5480,5700,5710,7824018,44671990540,775,بخاور,بیمه زندگی خاورمیانه,فرابورس,5690,5810,5480,5700,5710
260,4469,4469,4370,4469,4465,1238902476,5531318167970,21805,ثبهساز,بهساز کاشانه تهران,بورس,4469,4469,4370,4469,4465
261,10210,10400,10210,10350,10300,3734020,38447714450,168,متال,صندوق س فلزات دایا-بخشی,نامعلوم,10210,10400,10210,10350,10300
262,10296,10296,10295,10295,10296,18848501,194063353399,179,آکام,صندوق س. نوع دوم آکام-د,پایه زرد,10296,10296,10295,10295,10296
263,44550,46500,44500,46450,45750,2120512,97013805180,824,کگاز,شیشه و گاز,بورس,44550,46500,44500,46450,45750
