J-Date,Date,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market,Adj Open,Adj High,Adj Low,Adj Close,Adj Final
1402-03-09,2023-05-30,12180,12360,12000,12360,12280,40580507,498523562750,2390,خدیزل,بهمن  دیزل,فرابورس,5745,5830,5660,5830,5792
1402-03-29,2023-06-19,10380,10380,9400,9550,9820,45970733,451214065170,2191,خدیزل,بهمن  دیزل,فرابورس,6079,6079,5505,5593,5751
1402-03-30,2023-06-20,9400,9620,9330,9340,9370,32669077,306032153000,1878,خدیزل,بهمن  دیزل,فرابورس,5505,5634,5464,5470,5488
1402-03-31,2023-06-21,9340,9580,9340,9470,9470,8022361,75940896360,744,خدیزل,بهمن  دیزل,فرابورس,5470,5611,5470,5546,5546
1402-04-03,2023-06-24,9500,9590,9000,9020,9110,26876999,244859369280,1438,خدیزل,بهمن  دیزل,فرابورس,5564,5617,5271,5283,5335
1402-04-04,2023-06-25,9100,9560,8950,9220,9350,16763844,156746592780,1090,خدیزل,بهمن  دیزل,فرابورس,5330,5599,5242,5400,5476
1402-04-05,2023-06-26,9500,9500,9200,9350,9390,7904534,74208811860,983,خدیزل,بهمن  دیزل,فرابورس,5564,5564,5388,5476,5499
1402-04-06,2023-06-27,9400,9590,9010,9060,9210,7099981,65421251630,633,خدیزل,بهمن  دیزل,فرابورس,5505,5617,5277,5306,5394
1402-04-07,2023-06-28,9300,9600,9230,9490,9430,16358294,154192818760,1220,خدیزل,بهمن  دیزل,فرابورس,5447,5622,5406,5558,5523
1402-04-10,2023-07-01,9280,9470,9140,9370,9270,17444384,161648872970,1121,خدیزل,بهمن  دیزل,فرابورس,5435,5546,5353,5488,5429
1402-04-11,2023-07-02,9400,9590,9220,9270,9390,11359165,106709334590,745,خدیزل,بهمن  دیزل,فرابورس,5505,5617,5400,5429,5499
1402-04-12,2023-07-03,9380,9550,9230,9540,9370,18915084,177284597010,1178,خدیزل,بهمن  دیزل,فرابورس,5494,5593,5406,5587,5488
1402-04-13,2023-07-04,9560,9700,9360,9480,9500,22393775,212783903240,1189,خدیزل,بهمن  دیزل,فرابورس,5599,5681,5482,5552,5564
1402-04-14,2023-07-05,9530,9580,9380,9410,9450,19219620,181539908050,981,خدیزل,بهمن  دیزل,فرابورس,5581,5611,5494,5511,5535
1402-04-17,2023-07-08,9470,9920,9400,9900,9890,59446219,588125824390,1747,خدیزل,بهمن  دیزل,فرابورس,5546,5810,5505,5798,5792
1402-04-18,2023-07-09,9970,10070,9760,9820,9890,40294839,398394947090,2112,خدیزل,بهمن  دیزل,فرابورس,5839,5898,5716,5751,5792
1402-04-19,2023-07-10,9980,9980,9660,9700,9800,24612096,241115035490,1516,خدیزل,بهمن  دیزل,فرابورس,5845,5845,5658,5681,5740
1402-04-28,2023-07-19,5760,5760,5480,5490,5590,14085280,78707555150,829,خدیزل,بهمن  دیزل,فرابورس,5760,5760,5480,5490,5590
1402-04-31,2023-07-22,5860,5860,5690,5860,5850,87528501,512430007380,2652,خدیزل,بهمن  دیزل,فرابورس,5860,5860,5690,5860,5850
1402-05-01,2023-07-23,5950,6020,5830,5850,5920,33356314,197307062150,1980,خدیزل,بهمن  دیزل,فرابورس,5950,6020,5830,5850,5920
1402-05-02,2023-07-24,5950,5960,5720,5790,5850,39404588,230433904640,2330,خدیزل,بهمن  دیزل,فرابورس,5950,5960,5720,5790,5850
1402-05-03,2023-07-25,5720,5830,5560,5560,5620,74992351,421325806070,3881,خدیزل,بهمن  دیزل,فرابورس,5720,5830,5560,5560,5620
1402-05-04,2023-07-26,5500,5650,5340,5400,5400,64923313,350434896770,2800,خدیزل,بهمن  دیزل,فرابورس,5500,5650,5340,5400,5400
1402-05-07,2023-07-29,5500,5500,5190,5250,5310,15831738,84048202540,1311,خدیزل,بهمن  دیزل,فرابورس,5500,5500,5190,5250,5310
1402-05-08,2023-07-30,5240,5290,5050,5050,5060,58833012,297670799600,1823,خدیزل,بهمن  دیزل,فرابورس,5240,5290,5050,5050,5060
1402-05-09,2023-07-31,5000,5150,4940,5090,5080,14576236,74065937450,952,خدیزل,بهمن  دیزل,فرابورس,5000,5150,4940,5090,5080
1402-05-10,2023-08-01,5100,5220,5080,5130,5150,14212765,73135357780,833,خدیزل,بهمن  دیزل,فرابورس,5100,5220,5080,5130,5150
1402-05-14,2023-08-05,5150,5400,5150,5250,5250,53956042,283361388190,2085,خدیزل,بهمن  دیزل,فرابورس,5150,5400,5150,5250,5250
1402-05-15,2023-08-06,5140,5350,5110,5210,5210,26288544,137094005960,1486,خدیزل,بهمن  دیزل,فرابورس,5140,5350,5110,5210,5210
1402-05-16,2023-08-07,5220,5370,5120,5120,5220,24091199,125651318300,1240,خدیزل,بهمن  دیزل,فرابورس,5220,5370,5120,5120,5220
1402-05-17,2023-08-08,5170,5200,5020,5050,5070,26796669,135989137890,1187,خدیزل,بهمن  دیزل,فرابورس,5170,5200,5020,5050,5070
1402-05-18,2023-08-09,5150,5160,4970,4980,5010,13301564,66671636480,839,خدیزل,بهمن  دیزل,فرابورس,5150,5160,4970,4980,5010
1402-05-21,2023-08-12,4960,4960,4760,4760,4770,42250467,201543255280,1796,خدیزل,بهمن  دیزل,فرابورس,4960,4960,4760,4760,4770
1402-05-22,2023-08-13,4750,4770,4550,4690,4690,26363220,123517162440,1417,خدیزل,بهمن  دیزل,فرابورس,4750,4770,4550,4690,4690
1402-05-23,2023-08-14,4810,4840,4480,4500,4590,38813481,178215909520,1953,خدیزل,بهمن  دیزل,فرابورس,4810,4840,4480,4500,4590
1402-05-24,2023-08-15,4430,4660,4400,4550,4550,17591059,80008553680,696,خدیزل,بهمن  دیزل,فرابورس,4430,4660,4400,4550,4550
1402-05-25,2023-08-16,4660,4660,4470,4560,4520,63525746,287270539340,1901,خدیزل,بهمن  دیزل,فرابورس,4660,4660,4470,4560,4520
1402-05-28,2023-08-19,4560,4630,4365,4450,4450,30611852,136215643565,1609,خدیزل,بهمن  دیزل,فرابورس,4560,4630,4365,4450,4450
1402-05-29,2023-08-20,4490,4501,4410,4420,4449,22729792,101135558314,1158,خدیزل,بهمن  دیزل,فرابورس,4490,4501,4410,4420,4449
1402-05-30,2023-08-21,4494,4620,4456,4490,4497,52598054,236520572132,1404,خدیزل,بهمن  دیزل,فرابورس,4494,4620,4456,4490,4497
1402-05-31,2023-08-22,4570,4570,4301,4400,4394,24500297,107666528671,1021,خدیزل,بهمن  دیزل,فرابورس,4570,4570,4301,4400,4394
1402-06-01,2023-08-23,4485,4580,4334,4540,4471,10452698,46729225195,755,خدیزل,بهمن  دیزل,فرابورس,4485,4580,4334,4540,4471
1402-06-04,2023-08-26,4540,4694,4470,4693,4659,43416499,202269289269,1617,خدیزل,بهمن  دیزل,فرابورس,4540,4694,4470,4693,4659
1402-06-05,2023-08-27,4819,4891,4605,4767,4816,31545871,151931698728,1591,خدیزل,بهمن  دیزل,فرابورس,4819,4891,4605,4767,4816
1402-06-06,2023-08-28,4800,4933,4699,4810,4827,32987251,159212980719,1890,خدیزل,بهمن  دیزل,فرابورس,4800,4933,4699,4810,4827
1402-06-07,2023-08-29,4865,4899,4639,4639,4750,16755878,79596619453,1170,خدیزل,بهمن  دیزل,فرابورس,4865,4899,4639,4639,4750
1402-06-08,2023-08-30,4641,4770,4602,4671,4689,19016494,89163016113,1151,خدیزل,بهمن  دیزل,فرابورس,4641,4770,4602,4671,4689
1402-06-11,2023-09-02,4700,4748,4595,4642,4654,6410024,29830486542,548,خدیزل,بهمن  دیزل,فرابورس,4700,4748,4595,4642,4654
1402-06-12,2023-09-03,4601,4718,4601,4678,4665,10126951,47238428219,669,خدیزل,بهمن  دیزل,فرابورس,4601,4718,4601,4678,4665
1402-06-13,2023-09-04,4700,4757,4600,4747,4699,15836705,74423271336,820,خدیزل,بهمن  دیزل,فرابورس,4700,4757,4600,4747,4699
1402-06-14,2023-09-05,4810,4933,4721,4847,4842,18970694,91857224403,1016,خدیزل,بهمن  دیزل,فرابورس,4810,4933,4721,4847,4842
1402-06-18,2023-09-09,4719,4780,4605,4618,4655,19090165,88856324022,1177,خدیزل,بهمن  دیزل,فرابورس,4719,4780,4605,4618,4655
1402-06-19,2023-09-10,4620,4685,4549,4580,4599,14884750,68461306660,749,خدیزل,بهمن  دیزل,فرابورس,4620,4685,4549,4580,4599
1402-06-20,2023-09-11,4630,4670,4571,4599,4602,8821648,40594270657,589,خدیزل,بهمن  دیزل,فرابورس,4630,4670,4571,4599,4602
1402-06-21,2023-09-12,4649,4719,4582,4637,4634,14234222,65957435539,640,خدیزل,بهمن  دیزل,فرابورس,4649,4719,4582,4637,4634
1402-06-22,2023-09-13,4665,4699,4577,4629,4616,12431191,57383221414,742,خدیزل,بهمن  دیزل,فرابورس,4665,4699,4577,4629,4616
1402-06-26,2023-09-17,4665,4697,4576,4667,4664,14125883,65889468876,670,خدیزل,بهمن  دیزل,فرابورس,4665,4697,4576,4667,4664
1402-06-27,2023-09-18,4680,4699,4588,4590,4621,12393118,57266891736,689,خدیزل,بهمن  دیزل,فرابورس,4680,4699,4588,4590,4621
1402-06-28,2023-09-19,4599,4635,4580,4606,4604,14561889,67037061660,445,خدیزل,بهمن  دیزل,فرابورس,4599,4635,4580,4606,4604
1402-06-29,2023-09-20,4576,4599,4484,4560,4556,10666015,48597805984,598,خدیزل,بهمن  دیزل,فرابورس,4576,4599,4484,4560,4556
1402-07-01,2023-09-23,4614,4687,4590,4590,4628,9966613,46125796434,516,خدیزل,بهمن  دیزل,فرابورس,4614,4687,4590,4590,4628
1402-07-03,2023-09-25,4635,4635,4452,4473,4501,17361348,78148114747,934,خدیزل,بهمن  دیزل,فرابورس,4635,4635,4452,4473,4501
1402-07-04,2023-09-26,4501,4509,4400,4417,4437,20040235,88919867852,1278,خدیزل,بهمن  دیزل,فرابورس,4501,4509,4400,4417,4437
1402-07-05,2023-09-27,4480,4542,4430,4501,4477,23043081,103171344306,788,خدیزل,بهمن  دیزل,فرابورس,4480,4542,4430,4501,4477
1402-07-08,2023-09-30,4500,4500,4254,4274,4279,137639195,589006372250,5307,خدیزل,بهمن  دیزل,فرابورس,4500,4500,4254,4274,4279
1402-07-09,2023-10-01,4279,4312,4090,4090,4186,38094410,159478371566,1952,خدیزل,بهمن  دیزل,فرابورس,4279,4312,4090,4090,4186
1402-07-10,2023-10-02,4111,4225,4082,4153,4151,33073306,137276449997,1342,خدیزل,بهمن  دیزل,فرابورس,4111,4225,4082,4153,4151
1402-07-12,2023-10-04,4122,4305,4122,4264,4267,32613322,139146543006,1639,خدیزل,بهمن  دیزل,فرابورس,4122,4305,4122,4264,4267
1402-07-15,2023-10-07,4268,4354,4124,4130,4213,30432581,128209400781,1263,خدیزل,بهمن  دیزل,فرابورس,4268,4354,4124,4130,4213
1402-07-16,2023-10-08,4110,4110,4003,4020,4015,33247461,133484906581,1721,خدیزل,بهمن  دیزل,فرابورس,4110,4110,4003,4020,4015
1402-07-17,2023-10-09,4001,4098,3975,3990,4011,12334118,49470917386,866,خدیزل,بهمن  دیزل,فرابورس,4001,4098,3975,3990,4011
1402-07-18,2023-10-10,4050,4090,3989,4080,4043,12426059,50243748468,645,خدیزل,بهمن  دیزل,فرابورس,4050,4090,3989,4080,4043
1402-07-19,2023-10-11,4111,4168,4000,4006,4065,14511292,58987212263,813,خدیزل,بهمن  دیزل,فرابورس,4111,4168,4000,4006,4065
1402-07-22,2023-10-14,4010,4050,3891,3929,3946,14156565,55859207301,907,خدیزل,بهمن  دیزل,فرابورس,4010,4050,3891,3929,3946
1402-07-23,2023-10-15,3900,4020,3870,3956,3933,12586654,49507032212,770,خدیزل,بهمن  دیزل,فرابورس,3900,4020,3870,3956,3933
1402-07-24,2023-10-16,3957,4028,3940,3980,3990,13729177,54779455611,851,خدیزل,بهمن  دیزل,فرابورس,3957,4028,3940,3980,3990
1402-07-25,2023-10-17,4014,4097,3971,3972,4021,11198535,45033906938,809,خدیزل,بهمن  دیزل,فرابورس,4014,4097,3971,3972,4021
1402-07-26,2023-10-18,4000,4000,3843,3865,3899,19612367,76470578631,1163,خدیزل,بهمن  دیزل,فرابورس,4000,4000,3843,3865,3899
1402-07-29,2023-10-21,3899,3979,3870,3900,3900,16943534,66086857790,725,خدیزل,بهمن  دیزل,فرابورس,3899,3979,3870,3900,3900
1402-07-30,2023-10-22,3950,3980,3900,3901,3925,5908053,23190891606,445,خدیزل,بهمن  دیزل,فرابورس,3950,3980,3900,3901,3925
1402-08-01,2023-10-23,3980,3980,3892,3950,3924,9927335,38954592817,623,خدیزل,بهمن  دیزل,فرابورس,3980,3980,3892,3950,3924
1402-08-02,2023-10-24,3976,4030,3920,3948,3954,13025544,51507316751,846,خدیزل,بهمن  دیزل,فرابورس,3976,4030,3920,3948,3954
1402-08-03,2023-10-25,3959,3970,3910,3920,3943,8741602,34471539174,861,خدیزل,بهمن  دیزل,فرابورس,3959,3970,3910,3920,3943
1402-08-06,2023-10-28,3746,3850,3746,3747,3749,24197016,90715138528,1110,خدیزل,بهمن  دیزل,فرابورس,3746,3850,3746,3747,3749
1402-08-07,2023-10-29,3680,3842,3680,3790,3787,9966778,37742265308,659,خدیزل,بهمن  دیزل,فرابورس,3680,3842,3680,3790,3787
1402-08-08,2023-10-30,3850,3976,3830,3976,3961,27783102,110056674140,941,خدیزل,بهمن  دیزل,فرابورس,3850,3976,3830,3976,3961
1402-08-09,2023-10-31,4119,4119,3902,3905,3970,8072746,32050372288,696,خدیزل,بهمن  دیزل,فرابورس,4119,4119,3902,3905,3970
1402-08-10,2023-11-01,3990,4000,3772,3971,3859,10093930,38948194993,784,خدیزل,بهمن  دیزل,فرابورس,3990,4000,3772,3971,3859
1402-08-13,2023-11-04,3975,4043,3975,4038,4016,9256431,37173195601,600,خدیزل,بهمن  دیزل,فرابورس,3975,4043,3975,4038,4016
1402-08-14,2023-11-05,4050,4097,3971,4010,4027,13403468,53980463778,959,خدیزل,بهمن  دیزل,فرابورس,4050,4097,3971,4010,4027
1402-08-15,2023-11-06,3971,4110,3971,4078,4080,11772620,48031348621,562,خدیزل,بهمن  دیزل,فرابورس,3971,4110,3971,4078,4080
1402-08-16,2023-11-07,4109,4240,4030,4172,4164,8932920,37194175743,594,خدیزل,بهمن  دیزل,فرابورس,4109,4240,4030,4172,4164
1402-08-17,2023-11-08,4200,4200,4110,4123,4139,8625657,35701260127,582,خدیزل,بهمن  دیزل,فرابورس,4200,4200,4110,4123,4139
1402-08-20,2023-11-11,4188,4235,4080,4135,4134,8899517,36786600511,729,خدیزل,بهمن  دیزل,فرابورس,4188,4235,4080,4135,4134
1402-08-21,2023-11-12,4149,4320,4140,4293,4213,17414252,73363350123,739,خدیزل,بهمن  دیزل,فرابورس,4149,4320,4140,4293,4213
1402-08-22,2023-11-13,4300,4417,4261,4391,4379,25672181,112413685089,1288,خدیزل,بهمن  دیزل,فرابورس,4300,4417,4261,4391,4379
1402-08-23,2023-11-14,4340,4398,4297,4311,4340,12860681,55816469084,839,خدیزل,بهمن  دیزل,فرابورس,4340,4398,4297,4311,4340
1402-08-24,2023-11-15,4319,4367,4292,4330,4334,11430461,49538391532,555,خدیزل,بهمن  دیزل,فرابورس,4319,4367,4292,4330,4334
1402-08-27,2023-11-18,4320,4320,4203,4280,4248,9437966,40095176453,705,خدیزل,بهمن  دیزل,فرابورس,4320,4320,4203,4280,4248
1402-08-28,2023-11-19,4251,4340,4214,4214,4263,8372682,35693999565,605,خدیزل,بهمن  دیزل,فرابورس,4251,4340,4214,4214,4263
1402-01-05,2023-03-25,20460,20460,20041,20277,20273,985067,19970156770,191,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,20460,20460,20041,20277,20273
1402-01-07,2023-03-27,20001,20700,20000,20691,20305,1854039,37646892695,264,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,20001,20700,20000,20691,20305
1402-01-08,2023-03-28,20897,21000,20506,21000,20964,2898490,60762803105,335,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,20897,21000,20506,21000,20964
1402-01-09,2023-03-29,21445,21500,21011,21442,21334,1744336,37213652061,315,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,21445,21500,21011,21442,21334
1402-01-14,2023-04-03,21410,22000,21335,22000,21808,3322717,72461253032,368,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,21410,22000,21335,22000,21808
1402-01-15,2023-04-04,22000,22500,21809,22001,22112,3366061,74430716582,374,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,22000,22500,21809,22001,22112
1402-01-16,2023-04-05,22423,23000,21550,22500,22453,5039508,113150685368,592,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,22423,23000,21550,22500,22453
1402-01-19,2023-04-08,22550,23200,22070,22837,23030,5726642,131884249235,721,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,22550,23200,22070,22837,23030
1402-01-20,2023-04-09,22600,23490,22600,23160,23107,2983893,68950019868,537,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,22600,23490,22600,23160,23107
1402-01-21,2023-04-10,23440,23799,22999,23000,23095,6874888,158778200607,533,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,23440,23799,22999,23000,23095
1402-01-22,2023-04-11,22526,23499,22500,23245,22754,3472768,79020322944,357,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,22526,23499,22500,23245,22754
1402-01-26,2023-04-15,23550,24501,23548,24500,24320,8205722,199565908506,643,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,23550,24501,23548,24500,24320
1402-01-27,2023-04-16,25000,25000,24530,25000,24942,6869334,171335235939,695,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,25000,25000,24530,25000,24942
1402-01-28,2023-04-17,24850,25898,24770,25550,25493,5604988,142890122782,613,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,24850,25898,24770,25550,25493
1402-01-29,2023-04-18,25899,26500,25800,26367,26101,5724865,149425664242,812,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,25899,26500,25800,26367,26101
1402-01-30,2023-04-19,26374,26600,26102,26500,26430,3437828,90862348397,638,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,26374,26600,26102,26500,26430
1402-02-04,2023-04-24,26510,27000,26431,27000,26912,4576892,123171352880,844,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,26510,27000,26431,27000,26912
1402-02-05,2023-04-25,27199,27200,26680,27200,27111,6148769,166697713376,1037,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,27199,27200,26680,27200,27111
1402-02-06,2023-04-26,27389,27389,26680,27068,27062,2410324,65228548231,507,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,27389,27389,26680,27068,27062
1402-02-09,2023-04-29,27000,27400,26880,26909,27027,3982763,107642300154,890,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,27000,27400,26880,26909,27027
1402-02-10,2023-04-30,27163,27695,26590,27500,27082,4715953,127716324940,865,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,27163,27695,26590,27500,27082
1402-02-11,2023-05-01,27500,27500,27021,27423,27361,2872595,78595936916,526,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,27500,27500,27021,27423,27361
1402-02-12,2023-05-02,27500,28003,27387,28000,27759,5623869,156110317902,758,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,27500,28003,27387,28000,27759
1402-02-13,2023-05-03,28499,28700,28110,28697,28472,5671077,161469222103,815,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,28499,28700,28110,28697,28472
1402-02-16,2023-05-06,29000,30800,29000,30500,30063,10298571,309604450186,1626,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,29000,30800,29000,30500,30063
1402-02-17,2023-05-07,30980,31200,30000,30064,30098,27593937,830529246733,1729,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,30980,31200,30000,30064,30098
1402-02-18,2023-05-08,29560,29560,28010,29001,29001,21153032,613465920878,969,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,29560,29560,28010,29001,29001
1402-02-19,2023-05-09,28550,29800,28550,29500,29496,18146610,535252474166,1425,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,28550,29800,28550,29500,29496
1402-02-20,2023-05-10,29700,29780,28500,28501,28705,9421154,270436957095,830,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,29700,29780,28500,28501,28705
1402-02-23,2023-05-13,28250,28250,26007,28199,28138,5063466,142474822300,585,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,28250,28250,26007,28199,28138
1402-02-24,2023-05-14,28138,28790,27525,28698,28495,6661052,189804892610,722,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,28138,28790,27525,28698,28495
1402-02-25,2023-05-15,28550,28550,28000,28000,28053,3364291,94379750612,424,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,28550,28550,28000,28000,28053
1402-02-27,2023-05-17,27560,28499,27550,28410,28272,485913,13737789804,285,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,27560,28499,27550,28410,28272
1402-02-30,2023-05-20,28695,28695,27710,27975,28211,911596,25716826733,350,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,28695,28695,27710,27975,28211
1402-02-31,2023-05-21,27625,28500,27620,28500,28423,1027545,29206157399,256,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,27625,28500,27620,28500,28423
1402-03-01,2023-05-22,28700,28899,28700,28800,28800,6178970,177952852721,593,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,28700,28899,28700,28800,28800
1402-03-02,2023-05-23,28235,29200,28235,29004,29021,1653367,47982240541,366,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,28235,29200,28235,29004,29021
1402-03-03,2023-05-24,29350,29350,28801,29153,29071,788155,22912805674,305,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,29350,29350,28801,29153,29071
1402-03-06,2023-05-27,28556,29000,28000,28629,28502,1623847,46283684618,338,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,28556,29000,28000,28629,28502
1402-03-07,2023-05-28,28200,28400,27500,27650,27913,2464644,68794577075,266,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,28200,28400,27500,27650,27913
1402-03-08,2023-05-29,27500,28000,27250,27630,27639,983730,27189544819,249,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,27500,28000,27250,27630,27639
1402-03-09,2023-05-30,27350,27993,27100,27800,27661,220256,6092575407,149,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,27350,27993,27100,27800,27661
1402-03-10,2023-05-31,27345,27634,27000,27017,27065,544521,14737364099,162,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,27345,27634,27000,27017,27065
1402-03-13,2023-06-03,26920,27289,26520,27060,26979,887262,23937724121,236,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,26920,27289,26520,27060,26979
1402-03-16,2023-06-06,27189,27500,27130,27500,27468,2341290,64309944664,362,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,27189,27500,27130,27500,27468
1402-03-17,2023-06-07,27315,27788,27000,27000,27090,1290681,34964298515,278,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,27315,27788,27000,27000,27090
1402-03-20,2023-06-10,26780,26780,26000,26000,26147,3448371,90164340387,274,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,26780,26780,26000,26000,26147
1402-03-21,2023-06-11,25652,26520,25501,26500,26319,2732196,71909318413,304,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,25652,26520,25501,26500,26319
1402-03-22,2023-06-12,26600,26600,25445,25500,25926,3452303,89505737762,259,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,26600,26600,25445,25500,25926
1402-03-23,2023-06-13,25231,26200,25201,25670,25565,394751,10091907529,118,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,25231,26200,25201,25670,25565
1402-03-24,2023-06-14,25650,26000,25650,25895,25976,1209463,31417424043,173,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,25650,26000,25650,25895,25976
1402-03-27,2023-06-17,26000,26100,25130,25495,25613,713139,18265753570,200,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,26000,26100,25130,25495,25613
1402-03-28,2023-06-18,25996,25996,25000,25076,25094,546979,13725885341,159,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,25996,25996,25000,25076,25094
1402-03-29,2023-06-19,24521,25499,24521,25074,25119,384276,9652768489,143,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,24521,25499,24521,25074,25119
1402-03-30,2023-06-20,25299,25299,24854,25190,25031,280188,7013498577,139,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,25299,25299,24854,25190,25031
1402-03-31,2023-06-21,25299,25490,25070,25426,25173,189336,4766091827,186,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,25299,25490,25070,25426,25173
1402-04-03,2023-06-24,25390,25390,24610,25000,24937,272406,6792939316,155,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,25390,25390,24610,25000,24937
1402-04-04,2023-06-25,25115,25370,24716,24930,24902,651705,16228817299,167,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,25115,25370,24716,24930,24902
1402-04-05,2023-06-26,24327,25188,24327,24559,24746,277225,6860133789,223,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,24327,25188,24327,24559,24746
1402-04-06,2023-06-27,25109,25109,24200,24202,24343,396411,9649923658,166,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,25109,25109,24200,24202,24343
1402-04-07,2023-06-28,24000,24390,24000,24080,24069,534427,12863359344,117,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,24000,24390,24000,24080,24069
1402-04-10,2023-07-01,23550,24350,23550,24000,23942,723917,17332350718,204,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,23550,24350,23550,24000,23942
1402-04-11,2023-07-02,24480,24980,24001,24330,24458,2332488,57047637429,375,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,24480,24980,24001,24330,24458
1402-04-12,2023-07-03,24401,24990,24377,24878,24673,1215002,29977220166,300,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,24401,24990,24377,24878,24673
1402-04-13,2023-07-04,25000,25200,24851,24999,25069,685595,17187023945,159,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,25000,25200,24851,24999,25069
1402-04-14,2023-07-05,25000,25200,24803,24986,24982,123242,3078807785,85,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,25000,25200,24803,24986,24982
1402-04-17,2023-07-08,24502,25193,24502,24699,24835,331392,8230259526,154,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,24502,25193,24502,24699,24835
1402-04-18,2023-07-09,24996,24996,24004,24004,24163,565987,13675974440,245,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,24996,24996,24004,24004,24163
1402-04-19,2023-07-10,23761,24250,23700,23710,23711,820983,19466315950,151,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,23761,24250,23700,23710,23711
1402-04-20,2023-07-11,23994,23994,23200,23200,23210,935377,21709637123,148,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,23994,23994,23200,23200,23210
1402-04-21,2023-07-12,22700,23174,22500,22900,22506,1213151,27302808563,121,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,22700,23174,22500,22900,22506
1402-04-24,2023-07-15,22997,22997,22012,22035,22170,298964,6628127597,118,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,22997,22997,22012,22035,22170
1402-04-25,2023-07-16,22180,22185,21500,21500,21580,683572,14751707963,89,فراز,صندوق س.سهام فراز داریک-س,نامعلوم,22180,22185,21500,21500,21580
