J-Date,Date,Open,High,Low,Close,Final,Volume,Value,No,Ticker,Name,Market,Adj Open,Adj High,Adj Low,Adj Close,Adj Final
1402-04-20,2023-07-11,27550,27550,27550,27550,28250,119905,3303382750,24,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,27550,27550,27550,27550,28250
1402-04-21,2023-07-12,27450,27450,27450,27450,28150,91411,2509231950,7,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,27450,27450,27450,27450,28150
1402-04-24,2023-07-15,27350,27450,27350,27350,27800,329553,9017602000,116,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,27350,27450,27350,27350,27800
1402-04-25,2023-07-16,27000,27050,27000,27000,27400,343573,9276566000,50,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,27000,27050,27000,27000,27400
1402-04-28,2023-07-19,26600,27350,26600,26650,26600,1162486,30946116600,112,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,26600,27350,26600,26650,26600
1402-04-31,2023-07-22,27100,27350,26400,26800,26950,459352,12480700350,122,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,27100,27350,26400,26800,26950
1402-05-01,2023-07-23,26600,27650,26150,26150,26850,176223,4687344400,64,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,26600,27650,26150,26150,26850
1402-05-02,2023-07-24,26300,26300,26050,26050,26700,149823,3904676300,47,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,26300,26300,26050,26050,26700
1402-05-03,2023-07-25,25900,25900,25900,25900,26600,109946,2847601400,16,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,25900,25900,25900,25900,26600
1402-05-04,2023-07-26,25850,25850,25850,25850,26500,85800,2217930000,5,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,25850,25850,25850,25850,26500
1402-05-07,2023-07-29,25750,25800,25750,25750,26350,128743,3315182250,21,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,25750,25800,25750,25750,26350
1402-05-08,2023-07-30,25600,25600,25600,25600,26300,75000,1920000000,6,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,25600,25600,25600,25600,26300
1402-05-09,2023-07-31,25550,26950,25550,26600,25900,915439,23711645750,108,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,25550,26950,25550,26600,25900
1402-05-10,2023-08-01,26650,26650,26300,26550,26300,425787,11335902650,88,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,26650,26650,26300,26550,26300
1402-05-14,2023-08-05,26500,26500,25550,25550,25900,473239,12146627400,54,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,26500,26500,25550,25550,25900
1402-05-15,2023-08-06,25150,25150,25150,25150,25550,364934,9178090100,22,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,25150,25150,25150,25150,25550
1402-05-16,2023-08-07,24850,24850,24800,24800,25300,266152,6601434600,25,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,24850,24850,24800,24800,25300
1402-05-17,2023-08-08,24550,25000,24550,24550,25000,304741,7484075500,56,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,24550,25000,24550,24550,25000
1402-05-18,2023-08-09,24300,24450,24250,24250,24500,511464,12407326700,28,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,24300,24450,24250,24250,24500
1402-05-21,2023-08-12,23800,23800,23800,23800,24450,75265,1791307000,2,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23800,23800,23800,23800,24450
1402-05-22,2023-08-13,23750,23750,23750,23750,24400,78158,1856252500,3,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23750,23750,23750,23750,24400
1402-05-23,2023-08-14,23700,23700,23700,23700,24300,104480,2476176000,13,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23700,23700,23700,23700,24300
1402-05-24,2023-08-15,23600,23600,23600,23600,24200,90190,2128484000,6,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23600,23600,23600,23600,24200
1402-05-25,2023-08-16,23500,23500,23500,23500,24150,84792,1992612000,7,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23500,23500,23500,23500,24150
1402-05-28,2023-08-19,23450,23450,23450,23450,24100,75762,1776618900,3,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23450,23450,23450,23450,24100
1402-05-29,2023-08-20,23400,23400,23400,23400,24050,83840,1961856000,4,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23400,23400,23400,23400,24050
1402-05-30,2023-08-21,23350,23350,23350,23350,24000,75176,1755359600,2,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23350,23350,23350,23350,24000
1402-05-31,2023-08-22,23300,23300,23300,23300,23950,73000,1700900000,1,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23300,23300,23300,23300,23950
1402-06-01,2023-08-23,23250,23250,23250,23250,23900,73000,1697250000,2,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23250,23250,23250,23250,23900
1402-06-04,2023-08-26,23200,23200,23200,23200,23800,92743,2151637600,7,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23200,23200,23200,23200,23800
1402-06-05,2023-08-27,23100,23100,23100,23100,23600,212299,4904106900,21,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23100,23100,23100,23100,23600
1402-06-06,2023-08-28,22900,22900,22900,22900,23300,344858,7897248200,43,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,22900,22900,22900,22900,23300
1402-06-07,2023-08-29,22650,23000,22650,22950,22750,769591,17484232550,162,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,22650,23000,22650,22950,22750
1402-06-08,2023-08-30,22650,23400,22650,23400,23150,503834,11781209800,120,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,22650,23400,22650,23400,23150
1402-06-11,2023-09-02,23400,23400,22500,22700,22650,1219012,27621580500,138,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23400,23400,22500,22700,22650
1402-06-12,2023-09-03,22400,22500,22000,22000,22300,461849,10177169050,75,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,22400,22500,22000,22000,22300
1402-06-13,2023-09-04,21650,22000,21650,21650,22050,331841,7192183050,86,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,21650,22000,21650,21650,22050
1402-06-14,2023-09-05,21400,21500,21400,21400,21850,256824,5498325850,59,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,21400,21500,21400,21400,21850
1402-06-18,2023-09-09,21400,21900,21200,21200,21600,375125,7985762900,95,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,21400,21900,21200,21200,21600
1402-06-19,2023-09-10,21500,22200,21000,22200,22050,916538,20191590000,179,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,21500,22200,21000,22200,22050
1402-06-20,2023-09-11,22700,22700,22300,22700,22700,1633866,37084030600,179,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,22700,22700,22300,22700,22700
1402-06-21,2023-09-12,23250,23250,22150,22300,22600,550508,12388628800,109,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23250,23250,22150,22300,22600
1402-06-22,2023-09-13,22000,22300,21950,22200,21950,1120638,24607267300,86,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,22000,22300,21950,22200,21950
1402-06-26,2023-09-17,22500,22500,21300,21400,21900,311672,6791250150,57,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,22500,22500,21300,21400,21900
1402-06-27,2023-09-18,21250,21750,21250,21250,21750,229675,4901570250,67,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,21250,21750,21250,21250,21750
1402-06-28,2023-09-19,21100,21650,21100,21100,21550,499556,10662876300,61,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,21100,21650,21100,21100,21550
1402-06-29,2023-09-20,21000,21050,20950,20950,21300,393454,8244440500,47,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,21000,21050,20950,20950,21300
1402-07-01,2023-09-23,20700,20700,20700,20700,20950,537283,11121758100,66,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,20700,20700,20700,20700,20950
1402-07-03,2023-09-25,20350,20350,20350,20350,20700,390944,7955710400,38,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,20350,20350,20350,20350,20700
1402-07-04,2023-09-26,20100,21300,20100,21100,20900,1896487,39603130000,318,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,20100,21300,20100,21100,20900
1402-07-05,2023-09-27,20500,21500,20500,21500,21350,863971,18475464200,186,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,20500,21500,20500,21500,21350
1402-07-08,2023-09-30,21950,21950,21950,21950,21750,651503,14300490850,54,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,21950,21950,21950,21950,21750
1402-07-09,2023-10-01,22400,22400,22400,22400,22050,439971,9855350400,29,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,22400,22400,22400,22400,22050
1402-07-10,2023-10-02,22700,22700,22700,22700,22400,489456,11110651200,32,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,22700,22700,22700,22700,22400
1402-07-12,2023-10-04,23050,23050,22850,23050,23050,4145297,95537134050,507,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23050,23050,22850,23050,23050
1402-07-15,2023-10-07,23250,23250,22400,22400,22500,1350393,30387370700,229,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,23250,23250,22400,22400,22500
1402-07-16,2023-10-08,22050,22050,21850,21850,22350,203063,4441038850,41,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,22050,22050,21850,21850,22350
1402-07-17,2023-10-09,21700,22350,21700,22200,21800,1471382,32057294250,241,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,21700,22350,21700,22200,21800
1402-07-18,2023-10-10,22350,22450,21850,22300,22150,609766,13614624400,163,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,22350,22450,21850,22300,22150
1402-07-19,2023-10-11,22750,22750,21500,21600,22050,306069,6682839100,98,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,22750,22750,21500,21600,22050
1402-07-22,2023-10-14,21650,21650,21400,21400,21850,309580,6631598250,64,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,21650,21650,21400,21400,21850
1402-07-23,2023-10-15,21250,21500,21200,21200,21500,521310,11094564100,91,کصدف,کاشی صدف سرام استقلال آباده,پایه زرد,21250,21500,21200,21200,21500
